title	count
Budget discharges 2007, (Vote will be held on Thursday) (debate)	60
CFP and the ecosystem approach to fisheries management (short presentation)	10
Childcare facilities - Barcelona objectives (debate)	56
Children of Migrants (vote)	6
Children of immigrants (debate)	28
China (debate)	48
China: Minority rights and application of the death penalty	50
China: Minority rights and application of the death penalty (vote)	8
Climate and energy package and maritime transport package (signature of acts)	6
Climate change and developing countries in the framework of the UN Conference on Climate Change in Copenhagen (debate)	192
Closure of the session	2
Closure of the sitting	24
Collective redress (debate)	26
Combating climate change (vote)	6
Combating female genital mutilation in the EU (A6-0054/2009 , Cristiana Muscardini) (vote)	4
Combating female genital mutilation in the EU (short presentation)	10
Combating the sexual exploitation of children and child pornography (debate)	90
Commemorating 11 July as a day of remembrance for the victims of the massacre in Srebrenica (debate)	38
Commemorating 11 July as a day of remembrance for the victims of the massacre in Srebrenica (vote)	6
Commission Reports on Competition Policy 2006 and 2007 (short presentation)	12
Commission action plan towards an integrated internal control framework (short presentation)	10
Common Immigration Policy for Europe: Principles, actions and tools (short presentation)	16
Common consular instructions: biometric identifiers and visa applications (debate)	36
Common organisation of agricultural markets and specific provisions for certain agricultural products (single CMO Regulation) (vote)	6
Common rules and standards for ship inspection and survey organisations and for the relevant activities of maritime administrations (recast) - Common rules and standards for ship inspection and survey organisations (recast) - Port State control (recast) - Community vessel traffic monitoring and information system - Investigation of accidents in the maritime transport sector - The liability of carriers of passengers by sea in the event of accidents - Civil liability and financial guarantees of shipowners - Compliance with flag State requirements (debate)	88
Common rules for access to the international market for coach and bus services (recast) - Common rules concerning the conditions to be complied with to pursue the occupation of road transport operator - Common rules for access to the international road haulage market (recast) (debate)	56
Common rules for access to the international road haulage market (recast) (A6-0211/2009 , Mathieu Grosch)	4
Common rules for the allocation of slots at Community airports (debate)	70
Common rules for the internal market in electricity (A6-0216/2009 , Eluned Morgan)	4
Common rules for the internal market in electricity - Agency for the Cooperation of Energy Regulators - Access to the network: cross-border exchanges in electricity - Internal market in natural gas - Conditions for access to the natural gas transmission networks - Fuel efficiency: labelling of tyres - The energy performance of buildings (debate)	94
Common system of VAT as regards tax evasion linked to import and other cross-border transactions (A6-0189/2009 , Cornelis Visser)	6
Community Code on Visas (debate)	22
Community control system for ensuring compliance with the rules of the Common Fisheries Policy (debate)	34
Community ecolabel scheme (A6-0105/2009 , Salvatore Tatarella) (vote)	6
Community ecolabel scheme - Voluntary participation by organisations in a Community eco-management and audit scheme (EMAS) (debate)	84
Community framework for nuclear safety (debate)	28
Community legal framework for a European Research Infrastructure (ERI) (debate)	46
Composition of committees: see Minutes	4
Conclusion of a Partnership and Cooperation Agreement between the EC and the Republic of Tajikistan (debate)	42
Conclusions of the European Council (19-20 March 2009) (debate)	156
Conclusions of the Foreign Affairs Council on the Middle East peace process, including the situation in eastern Jerusalem (debate)	76
Conclusions of the G20 Summit (debate)	50
Conclusions of the UN Conference on Racism (‘Durban II’ – Geneva) (debate)	22
Consequences of the recent gas crisis - Second Strategic Energy Review - Challenge of energy efficiency through information and communication technologies (debate)	142
Conservation of fisheries resources through technical measures (debate)	16
Consolidating stability and prosperity in the Western Balkans - Situation in Bosnia and Herzegovina (debate)	46
Consular protection of citizens of the European Union in third countries (debate)	46
Consumer rights (debate)	18
Control of the budgetary implementation of the Instrument for Pre-Accession Assistance (short presentation)	8
Cooperation between the courts of the Member States in the taking of evidence in civil or commercial matters (short presentation)	8
Coordination of social security systems (A6-0207/2009 , Jan Cremers)	4
Coordination of social security systems: implementing Regulation (A6-0204/2009 , Jean Lambert)	4
Corrections to votes and voting intentions: see Minutes	54
Cosmetic products (recast version) (debate)	38
Court of Auditors Special Report No 10/2008 on ‘EC Development Assistance to Health Services in Sub-Saharan Africa’ (debate)	20
Credit Rating Agencies (A6-0191/2009 , Jean-Paul Gauzès)	4
Credit Rating Agencies - Reporting and documentation requirements in the case of merger and divisions - Insurance and reinsurance (Solvency II) (recast) (debate)	96
Credit requirements directives: Directives 2006/48/EC and 2006/49/EC (A6-0139/2009 , Othmar Karas)	12
Credit requirements directives: Directives 2006/48/EC and 2006/49/EC - Community programme for financial services, financial reporting and auditing	72
Crisis in agricultural sectors other than the dairy sector (debate)	72
Crisis in the dairy farming sector (debate)	100
Croatia: progress report 2008 (vote)	6
Croatia: progress report 2008 - Turkey: progress report 2008 - Former Yugoslav Republic of Macedonia: progress report 2008 (debate)	116
Cross-border payments in the Community - The business of electronic money institutions (debate)	26
Dangerous substances and preparations (dichloromethane) (debate)	28
Decision on urgent procedure	20
Defence of the principle of subsidiarity (vote)	8
Defence of the principle of subsidiarity - Display of religious and cultural symbols in public places (debate)	46
Democracy building in external relations (debate)	26
Democratic process in Turkey (debate)	38
Developing civil dialogue under the Treaty of Lisbon (A6-0475/2008 , Genowefa Grabowska) (vote)	2
Developing civil dialogue under the Treaty of Lisbon (short presentation)	18
Development impact of Economic Partnership Agreements (EPAs) (short presentation)	10
Draft Commission Regulation on REACH, as regards Annex XVII	6
Draft Commission Regulation on REACH, as regards Annex XVII (debate)	30
Draft amending budget No 8/2009 (A7-0010/2009 , Jutta Haug)	2
Draft general budget 2010 (Sections I, II, IV, V, VI, VII, VIII, IX) - Draft general budget 2010 (Section III) (debate)	126
Draft general budget of the European Union for the financial year 2010 as modified by the Council (all sections) (A7-0083/2009 , Vladimír Maňka) (vote)	16
Draft general budget of the European Union for the financial year 2010 as modified by the Council (all sections) - Draft amending budget No 10/2009 of the European Union for the financial year 2009, Section III – Commission - Mobilisation of the Flexibility Instrument - Amendment to the multiannual financial framework 2007-2013: financing energy projects under the European Economic Recovery Plan (debate)	126
Draft general budget of the European Union for the financial year 2010 as modified by the Council (vote)	12
Draft general budget of the European Union – 2010 financial year (vote)	40
EC-Cariforum States Economic Partnership Agreement (vote)	14
EC-Pacific States Interim Partnership Agreement (vote)	14
EC-SADC EPA States Interim Economic Partnership Agreement (vote)	10
EIB and EBRD annual reports for 2007 - Community guarantee to the European Investment Bank (debate)	50
ERDF, ESF and Cohesion Fund: provisions relating to financial management - New types of costs eligible for a contribution from the ESF - Investments in energy efficiency and renewable energy for housing (amendment of Regulation (EC) No 1080/2006 on ERDF) (debate)	110
EU - Russia Summit on 18 November 2009 in Stockholm (vote)	14
EU strategy for better ship dismantling (vote)	2
EU strategy for the Baltic Sea area (debate)	60
EU strategy towards Belarus (debate)	62
EU strategy towards Belarus (vote)	6
EU-Brazil Strategic Partnership - Mexico Strategic Partnership (debate)	72
EU-Russia Summit on 18 November 2009 in Stockholm (debate)	72
Earthquake in the Abruzzo Region of Italy (debate)	26
Eastern Partnership (debate)	50
Ecodesign requirements for energy-related products (debate)	22
Economic Partnership Agreement between the EC and Cariforum (A6-0117/2009 , David Martin) (vote)	8
Economic Partnership Agreement between the EC and Cariforum – Stepping-stone Agreement towards an Economic Partnership Agreement between the EC and Côte d'Ivoire – EC-Cariforum States Partnership Agreement – EC-Côte d'Ivoire Stepping-stone Economic Partnership Agreement – Stepping-stone Economic Partnership Agreement between the European Community and its Member States, of the one part, and Ghana, of the other part – Interim Partnership Agreement between the Pacific States, on the one part, and the European Community, on the other part – EC-SADC EPA States Interim Economic Partnership Agreement – Economic Partnership Agreement between EC and Eastern and Southern African States – Economic Partnership Agreement between the EC and the East African Community Partner States – Stepping-stone Economic Partnership Agreement between the European Community and its Member States, of the one part, and Central Africa, of the other part (debate)	68
Economic Recovery Programme: energy projects (A6-0261/2009 , Eugenijus Maldeikis)	6
Educating the children of migrants (A6-0125/2009 , Hannu Takkula) (vote)	8
Educating the children of migrants (short presentation)	16
Effective enforcement of judgments in the EU: the transparency of debtors’ assets (short presentation)	8
Election of President of Commission (vote)	10
Election of Quaestors of Parliament (first, second and third ballots)	10
Election of Vice-Presidents (deadline for submitting nominations): see Minutes	4
Election of Vice-Presidents (first, second and third ballots)	22
Election of the President of the European Parliament	36
Electronic communication networks and services (debate)	62
Electronic communications networks and services (A6-0272/2009 , Catherine Trautmann)	16
Electronic communications networks, personal data and the protection of privacy (A6-0257/2009 , Malcolm Harbour)	6
Electronic communications networks, personal data and the protection of privacy - Electronic communications networks and services - Body of European Regulators for Electronic Communications (BEREC) and the Office - Frequency bands for mobile communications (debate)	98
Elimination of violence against women (debate)	74
Employment policy guidelines (vote)	10
Energy labelling and standard product information (recast) (debate)	24
Energy performance of buildings (A6-0254/2009 , Silvia-Adriana Ţicău)	8
Energy security (Nabucco and Desertec) (debate)	122
Energy security (Nabucco and Desertec) (vote)	2
Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey (debate)	138
Ensuring food quality: harmonisation or mutual recognition of standards (short presentation)	14
Equal treatment and access for men and women in the performing arts (A6-0003/2009 , Claire Gibault) (vote)	4
Equal treatment between men and women engaged in a self-employed capacity (A6-0258/2009 , Astrid Lulling)	6
Equal treatment between men and women engaged in a self-employed capacity - Pregnant workers (debate)	66
Equal treatment for men and women as regards access to employment, vocational training and promotion, and working conditions (short presentation)	16
Equal treatment of persons irrespective of religion or belief, disability, age or sexual orientation (debate)	112
Establishment of 'Eurodac' for the comparison of fingerprints (recast) (A6-0283/2009 , Nicolae Vlad Popa)	4
Establishment of residue limits of pharmacologically active substances in foodstuffs of animal origin (debate)	12
European Action on victims of terrorism (debate)	30
European Crime Prevention Network (EUCPN) - Rules on the confidentiality of Europol information - Implementing rules governing Europol’s relations with partners, including the exchange of personal data and classified information - List of third States and organisations for Europol agreements - Implementing rules for Europol analysis work files - Accreditation of forensic laboratory activities (debate)	70
European Economic Recovery Plan (A6-0063/2009 , Elisa Ferreira) (vote)	30
European Microfinance Facility for Employment and Social Inclusion (Progress) (debate)	92
European Refugee Fund for the period 2008-2013 (amendment of Decision No 573/2007/EC) - Minimum standards for the reception of asylum seekers (recast) - Application for international protection lodged in one of the Member States by third-country nationals or stateless persons (recast) - Establishment of 'Eurodac' for the comparison of fingerprints (recast) - Establishment of a European Asylum Support Office (debate)	62
European SMEs in international trade (A6-0001/2009 , Cristiana Muscardini) (vote)	4
European Year of Volunteering (2011) (A7-0077/2009 , Marco Scurria) (vote)	4
European conscience and totalitarianism (debate)	80
European conscience and totalitarianism (vote)	16
European metrology research and development programme (A6-0221/2009 , Erika Mann)	4
European professional card for service providers (A6-0029/2009 , Charlotte Cederschiöld) (vote)	6
European rail network for competitive freight (debate)	22
Evaluation mechanism to monitor the application of the Schengen acquis (A7-0035/2009 , Carlos Coelho) (vote)	8
Evaluation mechanism to monitor the application of the Schengen acquis - Establishment of an evaluation mechanism to verify the application of the Schengen acquis (debate)	68
Evaluation mechanism to verify the application of the Schengen acquis (A7-0034/2009 , Carlos Coelho) (vote)	6
Evaluation of the driving hours and rest periods (debate)	20
Experience gained in applying the food hygiene regulations of the European Parliament and of the Council (debate)	16
Explanations of vote	7368
Explanations of vote (continuation)	626
Expulsions of NGOs from Darfur	38
Expulsions of NGOs from Darfur (vote)	26
FAO World Summit on Food Security - Eradicating hunger from the face of the earth (debate)	72
Facility providing mid-term financial assistance for Member States' balances of payments	6
Facility providing mid-term financial assistance for Member States' balances of payments - Facility providing mid-term financial assistance for Member States' balances of payments (debate)	36
Facing oil challenges (short presentation)	12
Financial and economic situation in Moldova (debate)	52
Financial aspects of the Lisbon Treaty (A6-0183/2009 , Catherine Guy-Quint)	4
Financial services (signature of the acts)	6
Financing of actions other than Official Development Assistance in countries falling under Regulation (EC) 1905/2006 (A6-0036/2009 , Thijs Berman) (vote)	10
Financing of actions other than Official Development Assistance in countries falling under Regulation (EC) 1905/2006 (debate)	32
Flu epidemic (debate)	32
Follow-up of the energy efficiency national action plans: a first assessment (short presentation)	18
Follow-up to the Declaration of the Sports Ministers of the European Union at their meeting in Biarritz in November 2008 (debate)	22
Food distribution to the most deprived persons in the Community (amendment of the Single CMO Regulation) (A6-0091/2009 , Czesław Adam Siekierski) (vote)	4
Food distribution to the most deprived persons in the Community (amendment of the Single CMO Regulation) (debate)	68
Food prices in Europe (A6-0094/2009 , Katerina Batzeli) (vote)	8
Food prices in Europe (short presentation)	14
Forest fires in the summer of 2009 (debate)	78
Formal sitting - 20th anniversary of the democratic change in Central and Eastern Europe	16
Formal sitting - Latvia	6
Formal sitting and debate - 10th anniversary of the euro	54
Formal sitting – Czech Republic	8
Formal sitting − Palestinian Authority	10
Former Yugoslav Republic of Macedonia: progress report 2008 (vote)	16
Framework for Community action to achieve a sustainable use of pesticides - Placing of plant protection products on the market (debate)	134
Free trade agreement with South Korea: impact on European industry (debate)	36
Freedom of information in Italy (debate)	130
Freedom of information in Italy and other Member States of the European Union (vote)	36
Future of the European Common Asylum System (debate)	44
Future of the car industry (debate)	70
Future of the car industry (vote)	10
G20 Summit in Pittsburgh (24-25 September) (debate)	84
G20 Summit in Pittsburgh (24-25 September) (vote)	6
Gas supplies by Russia to Ukraine and the EU (debate)	130
Gender mainstreaming in EU external relations (A6-0225/2009 , Libor Rouček)	4
Gender mainstreaming in the work of committees and delegations (short presentation)	14
General and business aviation (short presentation)	16
General revision of the Rules of Procedure (A6-0273/2009 , Richard Corbett)	14
General revision of the Rules of Procedure (debate)	28
Google’s project to digitise the world’s book heritage (debate)	48
Green Paper on territorial cohesion and debate on the future reform of the cohesion policy - Regional policy best practice and obstacles to use of Structural Funds - Urban dimension of cohesion policy - Complementarities and coordination of cohesion policy with rural development measures - Implementation of the Structural Funds Regulation 2007-2013: results of negotiations on national cohesion strategies and operational programmes - A European initiative for the development of micro-credit in support of growth and employment (debate)	188
Green Paper on the European Workforce for Health (debate)	28
Green Paper on the future of TEN-T policy (short presentation)	10
Guidelines for the 2010 budget procedure - Section III, Commission (A6-0111/2009 , László Surján) (vote)	32
Guidelines for the 2010 budget procedure - Sections I, II, IV, V, VI, VII, VIII and IX (A6-0057/2009 , Vladimír Maňka) (vote)	4
Guinea	66
Guinea Bissau	22
Harmonised conditions for the marketing of construction products (A6-0068/2009 , Catherine Neris)	2
Harmonised conditions for the marketing of construction products (debate)	22
Health concerns associated with electromagnetic fields (short presentation)	10
Honduras (debate)	28
Human rights in the world 2008 and the EU's policy on the matter (A6-0264/2009 , Raimon Obiols i Germà)	24
Human rights in the world 2008 and the EU's policy on the matter (debate)	52
Humanitarian situation of Camp Ashraf residents	44
Immigration, the role of Frontex and cooperation among Member States (debate)	78
Impact assessment of the compromises reached in the Doha negotiations on NAMA and services at the end of July 2008 (debate)	36
Impact of extensive urbanisation in Spain on individual rights of European citizens, on the environment and on the application of EU law (A6-0082/2009 , Margrete Auken) (vote)	6
Impact of the financial crisis on the car industry (debate)	76
Implementation in the EU of Directive 2003/9/EC on the minimum standards for the reception of asylum seekers: visits by the Committee on Civil Liberties 2005-2008 (A6-0024/2009 , Martine Roure) (vote)	6
Implementation of Directive 2002/14/EC establishing a general framework for informing and consulting employees in the European Community (short presentation)	10
Implementation of Directive 2006/43/EC on statutory audits of annual accounts and consolidated accounts (short presentation)	10
Implementation of the Services Directive (debate)	54
Implementation of the Single Euro Payments Area (SEPA) (debate)	16
Implementation of the citizens' initiative (A6-0043/2009 , Sylvia-Yvonne Kaufmann)	6
Improvement needed in the legal framework for access to documents following the entry into force of the Lisbon Treaty (debate)	38
Inaugural address by the President of the European Parliament	68
Information provision and promotion measures for agricultural products (debate)	50
Institutional balance of the European Union (A6-0142/2009 , Jean-Luc Dehaene)	6
Insurance and reinsurance (Solvency II) (recast) (A6-0413/2008 , Peter Skinner)	4
Integrated pollution prevention and control: industrial emissions, titanium dioxide industry, use of organic solvents, incineration of waste, large combustion plants (A6-0046/2009 , Holger Krahmer) (vote)	30
Integrated pollution prevention and control: industrial emissions, titanium dioxide industry, use of organic solvents, incineration of waste, large combustion plants (debate)	60
Integrity of online gambling (short presentation)	12
Intelligent Transport Systems in the field of road transport and interfaces with other transport modes (A6-0226/2009 , Anne E. Jensen)	6
Interim Agreement with Turkmenistan (A6-0085/2006 , Daniel Caspary) (vote)	4
Interim Trade Agreement with Turkmenistan	16
Interim Trade Agreement with Turkmenistan (vote)	28
Interim Trade Agreement with Turkmenistan - Interim Agreement with Turkmenistan (debate)	56
Interoperability of mobile chargers (debate)	18
Iran	46
Iran (debate)	72
Iran: the Shirin Ebadi case	30
Iran: the case of Roxana Saberi	38
Joint Programming of research to combat neurodegenerative diseases, in particular Alzheimer’s disease (debate)	50
Joint removals of irregular migrants to Afghanistan and other third countries (debate)	30
Kazakhstan: the case of Yevgeny Zhovtis	22
Kosovo (debate)	76
Kosovo (vote)	6
Labelling of tyres with respect to fuel efficiency (A7-0076/2009 , Ivo Belet) (vote)	4
Laos and Vietnam	32
Lisbon Strategy (vote)	6
Loss at sea of migrants' boats off the Libyan coast (debate)	20
MEDIA Mundus: audiovisual cooperation programme with professionals from third countries (debate)	38
Machinery for pesticide application (A6-0137/2009 , Leopold Józef Rutowicz)	6
Macro-financial assistance to Georgia - Macro-financial assistance to Armenia - Macro-financial assistance to Serbia - Macro-financial assistance to Bosnia and Herzegovina (debate)	32
Madagascar	26
Marketing standards for poultrymeat (A6-0223/2009 , Ilda Figueiredo)	4
Meat imports from third countries (debate)	60
Mediterranean diet (debate)	40
Medium-term financial assistance for Member States’ balances of payments and social conditionality (debate)	42
Mental health (short presentation)	20
Mexico Strategic Partnership (A6-0028/2009 , José Ignacio Salafranca Sánchez-Neyra) (vote)	4
Mobilisation of the European Globalisation Adjustment Fund: Belgium - textile industry; Ireland - Dell - Relocation of undertakings in the EU and the role of EU financial instruments (debate)	46
Mobilisation of the European Globalisation Adjustment Fund: Sweden - Volvo; Austria - Styria; Netherlands - Heijmans (A7-0079/2009 , Reimer Böge) (vote)	4
Mobilisation of the European Globalisation Adjustment Fund: Sweden-Volvo; Austria-Steiermark; Netherlands-Heijmans (debate)	50
Modification of Regulation (EC) No 1234/2007 (the ‘Single CMO Regulation’) (debate)	78
Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm Programme) (debate)	98
Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm Programme) (vote)	12
Multi-annual recovery plan for bluefin tuna in the Eastern Atlantic and Mediterranean (debate)	22
Multilingualism: an asset for Europe and a shared commitment (A6-0092/2009 , Vasco Graça Moura) (vote)	14
Multilingualism: an asset for Europe and a shared commitment (short presentation)	16
Murder of human rights activists in Russia	42
Murder of human rights activists in Russia (vote)	6
Mutual recognition of professional qualifications (debate)	48
Mutual recognition of supervision measures as an alternative to provisional detention (A6-0147/2009 , Ioannis Varvitsiotis) (vote)	4
Nanomaterials (A6-0255/2009 , Carl Schlyter)	4
National restructuring programmes for the cotton sector (A6-0200/2009 , María Isabel Salinas García)	6
New EU action plan for Afghanistan and Pakistan (debate)	82
New regulations on visas for Western Balkan countries (Former Yugoslav Republic of Macedonia, Montenegro, Serbia) (debate)	84
Nicaragua	32
Nicaragua (vote)	14
Non-discrimination based on gender and inter-generational solidarity (A6-0492/2008 , Anna Záborská) (vote)	8
Non-discrimination based on gender and inter-generational solidarity (short presentation)	26
Non-proliferation and the future of the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) (debate)	32
Novel foods (debate)	36
Number of interparliamentary delegations, delegations to joint interparliamentary committees and delegations to parliamentary cooperation committees and multilateral parliamentary assemblies (B6-0268/2009 )	10
Numerical strength of committees	4
One year after Lisbon: the EU-Africa partnership at work (debate)	34
One-minute speeches on matters of political importance	1040
One-minute speeches on matters of political importance (continuation)	46
Opening of international negotiations in view of adopting an international treaty for the protection of the Arctic (debate)	40
Opening of international negotiations in view of adopting an international treaty for the protection of the Arctic (vote)	12
Opening of the session	2
Opening of the sitting	48
Opening of the sitting (first sitting of the newly elected Parliament)	2
Order of business	224
Order of business: see Minutes	6
Organisation of the working time of persons performing mobile road transport activities (A6-0120/2009 , Marie Panayotopoulos-Cassiotou)	10
Organisation of the working time of persons performing mobile road transport activities (debate)	28
Organisation of working time (debate)	54
Outcome of the European Council (18-19 June 2009) - Term in office of the Czech Presidency (debate)	64
Outcome of the European Council on 29 and 30 October 2009 including the mandate and attributions of the President of the European Council and of the High Representative of the Union for the foreign and security policy/Vice-president of the Commission, as well as the structure of the new Commission (continuation of debate)	104
Outcome of the European Council on 29 and 30 October 2009 including the mandate and attributions of the President of the European Council and of the High Representative of the Union for the foreign and security policy/Vice-president of the Commission, as well as the structure of the new Commission (debate)	42
Outcome of the referendum in Ireland (debate)	238
Parliament's estimates of revenue and expenditure for the financial year 2010 (A6-0275/2009 , Vladimír Maňka)	4
Parliament's estimates of revenue and expenditure for the financial year 2010 (debate)	12
Parliament's new role and responsibilities in implementing the Lisbon Treaty (A6-0145/2009 , Jo Leinen)	12
Parliament's new role and responsibilities in implementing the Lisbon Treaty - Institutional balance of the European Union - Relations between the European Parliament and national parliaments under the Treaty of Lisbon - Financial aspects of the Lisbon Treaty - Implementation of the citizens' initiative (debate)	130
Passenger compensation in the event of airline bankruptcy (debate)	42
Patient safety (debate)	24
Patients' rights in cross-border healthcare (A6-0233/2009 , John Bowis)	24
Patients' rights in cross-border healthcare (debate)	136
Petrol vapour recovery during refuelling of motor vehicles (A6-0208/2009 , Dimitrios Papadimoulis)	4
Pharmaceutical products package (debate)	24
Philippines	18
Philippines (vote)	8
Political situation in Honduras with a view to the elections on 29 November 2009 (debate)	36
Pre-commercial Procurement: Driving innovation to ensure sustainable high quality public services in Europe (short presentation)	10
Pregnant workers (A6-0267/2009 , Edite Estrela)	14
Preparation of the Copenhagen Summit on climate change (debate)	174
Preparation of the Copenhagen Summit on climate change (vote)	20
Preparation of the Employment Summit - European Globalisation Adjustment Fund - Renewed Social Agenda - Active inclusion of people excluded from the labour market (debate)	102
Preparation of the European Council (18-19 June 2009) (debate)	72
Preparation of the European Council (19-20 March 2008) - European Economic Recovery Plan - Guidelines for the Member States’ employment policies - Cohesion Policy: investing in the real economy (debate)	186
Preparation of the European Council (29 and 30 October 2009) (debate)	160
Preparation of the European Council to be held on 10 and 11 December 2009 (debate)	132
Preparation of the G20 Summit on 2 April - with the participation of Gordon Brown, Prime Minister of the United Kingdom, Member of the European Council (debate)	32
Preparation of the TEC meeting and the EU/USA Summit (2 and 3 November 2009) - Transatlantic judicial and police cooperation (debate)	70
Presentation by the Council of the draft general budget for the 2010 financial year (debate)	18
Presentation of the Court of Auditors’ annual report - 2008 (debate)	112
Presentation of the Czech Presidency's programme (debate)	170
Presentation of the work programme of the Swedish Presidency (debate)	116
Press freedom in Kenya	36
Prevention and settlement of conflicts of exercise of jurisdiction in criminal proceedings (A7-0011/2009 , Renate Weber) (vote)	6
Prevention and settlement of conflicts of jurisdiction in criminal proceedings (debate)	30
Priorities in the fight against Alzheimer’s disease (written declaration): see Minutes	6
Problem of limited access of developing countries to some vaccines (debate)	24
Problem of profiling, notably on the basis of ethnicity and race, in counter-terrorism, law enforcement, immigration, customs and border control (debate)	18
Problems and prospects concerning European citizenship (short presentation)	12
Production and employment in the textile and clothing sector in various EU Member States (debate)	42
Progress of SIS II and VIS (debate)	30
Proposal for a decision (B7-0079/2009 ) - Setting-up and definition of powers, composition and term of office of special committee on the financial and economic crisis (vote)	10
Prospects for the Doha Development Agenda following the Seventh WTO Ministerial Conference (debate)	48
Prospects for the Doha Development Agenda following the Seventh WTO Ministerial Conference (vote)	4
Protection of animals at the time of killing (A6-0185/2009 , Janusz Wojciechowski)	6
Protection of animals at the time of killing (debate)	30
Protection of animals used for scientific purposes (A6-0240/2009 , Neil Parish)	6
Protection of animals used for scientific purposes (debate)	40
Protection of minorities in Europe (debate)	84
Protection of the Communities' financial interests - Fight against fraud - Annual report 2007 (A6-0180/2009 , Antonio De Blasio)	4
Protocol on the Implementation of the Alpine Convention in the field of Transport (A6-0219/2009 , Reinhard Rack)	4
Public access to European Parliament, Council and Commission documents (A6-0077/2009 , Michael Cashman)	12
Public access to European Parliament, Council and Commission documents (A6-0077/2009 , Michael Cashman) (vote)	14
Public access to European Parliament, Council and Commission documents (debate)	106
