title	count
Public contracts in the fields of defence and security (debate)	54
Public finances in the EMU – 2007-2008 (A6-0507/2008 , Donata Gottardi) (vote)	10
Public finances in the EMU – 2007-2008 (short presentation)	10
Question Hour with the President of the Commission	398
Question Time (Commission)	1010
Question Time (Council)	674
Rare diseases (debate)	34
Recommendation to the Council on the new EU-Russia agreement (debate)	96
Recommendation to the European Commission in Complaint 185/2005/ELB (short presentation)	12
Reduced rates of value added tax (debate)	80
Refusal of the extradition from Brazil of Cesare Battisti	26
Renewed Social Agenda (A6-0241/2009 , José Albino Silva Peneda)	8
Report of the Independent International Fact-Finding Mission on the Conflict in Georgia (debate)	44
Report on the application of Council Regulation (EC) No 2157/2001 of 8 October 2001 on the Statute for a European company (SE) (debate)	14
Reporting and documentation requirements in the case of merger and divisions (A6-0247/2009 , Renate Weber)	4
Request for waiver of the immunity of Hannes Swoboda (A6-0190/2009 , Klaus-Heiner Lehne)	4
Resettlement of Guantánamo prisoners - Alleged use of European countries by the CIA for the transport and illegal detention of prisoners (debate)	116
Responses to relaunch the economy in the Member States of the European Union in Central and Eastern Europe	76
Restoring NTDTV Television broadcasts to China via Eutelsat (written declaration)	2
Restrictive measures affecting the rights of individuals following the entry into force of the Lisbon Treaty (debate)	56
Restructuring of the European car industry, in particular the Opel case (debate)	94
Results of the Swedish Presidency - Outcome of the European Council on 10 and 11 December 2009 (debate)	142
Resumption of the session	28
Revision of the Broadcasting Communication - State aid for public broadcasting (debate)	34
Rights of passengers in bus and coach transport (A6-0250/2009 , Gabriele Albertini)	12
Rights of passengers when travelling by sea and inland waterway - Rights of passengers in bus and coach transport (debate)	54
Risk to close down the company QIMONDA in Germany and Portugal and the loss of thousands of jobs in Europe (debate)	28
Role of the European Union in the Middle East (debate)	44
Role of the European Union in the Middle East (vote)	10
Rosé wines and permitted oenological practices (debate)	48
SWIFT (debate)	26
SWIFT (vote)	8
Safe and Environmentally Sound Recycling of Ships (debate)	12
Safety and interoperability of the community railroad system (debate)	28
Sakharov Prize 2009 (announcement of the winner)	2
Sanctions against employers of illegally staying third-country nationals (A6-0026/2009 , Claudio Fava) (vote)	10
Sanctions against employers of illegally staying third-country nationals (debate)	110
Second 'Marco Polo' programme (debate)	22
Security features and biometrics in passports and travel documents (A6-0500/2008 , Carlos Coelho) (vote)	10
Security features and biometrics in passports and travel documents (debate)	72
Ship-source pollution and penalties for infringements (debate)	22
Signature of acts adopted under codecision: see Minutes	10
Situation in Bosnia and Herzegovina	6
Situation in Georgia (debate)	54
Situation in Guinea (debate)	28
Situation in Lithuania following the adoption of the law on protection of minors (debate)	50
Situation in Sri Lanka	34
Situation in Sri Lanka (vote)	24
Situation in Taiwan following the recent typhoon (debate)	32
Situation in the Horn of Africa (debate)	38
Situation in the Horn of Africa (vote)	6
Situation in the Middle East/Gaza Strip (debate)	158
Situation in the Middle East/Gaza Strip (vote)	12
Situation in the Republic of Moldova	10
Situation in the Republic of Moldova (debate)	42
Situation of Burmese refugees in Thailand	30
Situation of Burmese refugees in Thailand (vote)	18
Situation of fundamental rights in the European Union (2004-2008) (A6-0479/2008 , Giusto Catania) (vote)	14
Small Business Act (A6-0074/2009 , Edit Herczog) (vote)	6
Smoke-free environments (debate)	40
Social Responsibility of subcontracting undertakings in production chains (short presentation)	10
Social economy (A6-0015/2009 , Patrizia Toia) (vote)	6
Social economy (short presentation)	18
Sri Lanka	30
Sri Lanka (debate)	30
Sri Lanka (vote)	4
State of play of SIS II (debate)	30
Statement by the President	26
Statement by the President-designate of the Commission (debate)	192
Statements by the President	22
Statistics on pesticides (A7-0063/2009 , Bart Staes) (vote)	4
Statistics on plant protection products (debate)	14
Statute for a European private company (A6-0044/2009 , Klaus-Heiner Lehne) (vote)	4
Statute for a European private company - Cross-borders transfers of companies' registered offices - Small Business Act - Workers' participation in companies with a European Statute (debate)	100
Stepping-stone Agreement towards an Economic Partnership Agreement between the EC and Côte d’Ivoire (A6-0144/2009 , Erika Mann) (vote)	6
Strengthening security and fundamental freedoms on the Internet (A6-0103/2009 , Stavros Lambrinidis) (vote)	6
Strengthening security and fundamental freedoms on the Internet (debate)	54
Structure and rates of excise duty applied on manufactured tobacco (A6-0121/2009 , Zsolt László Becsey) (vote)	4
Substances that deplete the ozone layer (recast) (debate)	30
Support for rural development by the European Agricultural Fund for Rural Development (EAFRD) - Economic Recovery Programme: energy projects - Amendment of the Interinstitutional Agreement of 17 May 2006 (debate)	118
Support for the Special Court for Sierra Leone	20
Syria: the case of Muhannad Al Hassani	22
Taxation of savings income in the form of interest payments - Common system of VAT as regards tax evasion linked to import and other cross-border transactions (debate)	36
Telecom (signature of acts)	4
Term of protection of copyright and related rights (A6-0070/2009 , Brian Crowley)	8
Term of protection of copyright and related rights (debate)	48
The ABB-ABM method as a management tool for allocating budgetary resources - Mid-term Review of the 2007-2013 Financial Framework (debate)	58
The Barcelona Process: Union for the Mediterranean (debate)	62
The European Ombudsman’s activities (2008) (debate)	74
The Intelligent Transport Systems Action Plan - Intelligent Transport Systems in the field of road transport and interfaces with other transport modes (debate)	30
The MDG contracts (short presentation)	10
The charging of heavy goods vehicles for the use of certain infrastructures - Greening of transport and internalisation of external costs (continuation of debate)	76
The charging of heavy goods vehicles for the use of certain infrastructures - Greening of transport and internalisation of external costs (debate)	14
The cohesion policy after 2013 (debate)	96
The common agricultural policy and global food security (short presentation)	24
The dramatic consequences of the ‘Klaus’ storm in Southern Europe (debate)	36
The effects of the global financial and economic crisis on developing countries and on development cooperation (debate)	24
The effects of the global financial and economic crisis on developing countries and on development cooperation(vote)	2
The institutional aspects of setting up the European External Action Service (A7-0041/2009 , Elmar Brok) (vote)	10
The institutional aspects of the creation of a European external action service - Creation of a European external action service: State of the negotiations with Member States (debate)	122
The mandate of the International Criminal Tribunal for the former Yugoslavia (A6-0112/2009 , Annemie Neyts-Uyttebroeck) (vote)	6
The mandate of the International Criminal Tribunal for the former Yugoslavia (debate)	36
The performance and sustainability of the European aviation system (A6-0002/2009 , Marian-Jean Marinescu) (vote)	6
The performance and sustainability of the European aviation system - Aerodromes, air traffic management and air navigation services (debate)	42
The petitions process (Amendment of Title VIII of the Rules of Procedure) (A6-0027/2009 , Gérard Onesta) (vote)	8
The petitions process (amendment of Title VIII of the Rules of Procedure) (debate)	22
The placing of biocidal products on the market – New biocides revision proposal (debate)	24
The placing on the market and use of feed for animals (debate)	58
The ratification and implementation of the updated ILO conventions (debate)	34
The review of the European Neighbourhood Policy Instrument (debate)	64
The role of NATO in the security architecture of the EU (A6-0033/2009 , Ari Vatanen) (vote)	14
The role of culture in the development of European regions (debate)	42
The social situation of the Roma and their improved access to the labour market in the EU (short presentation)	24
The state of play of the Euromed Free Trade Area (debate)	36
The state of transatlantic relations in the aftermath of the US elections (debate)	96
The transposition, implementation and enforcement of Directives 2005/29/EC and 2006/114/EC (short presentation)	10
Third country nationals subject to or exempt from a visa requirement when crossing external borders (A7-0042/2009 , Tanja Fajon) (vote)	10
Third country nationals subject to or exempt from a visa requirement when crossing external borders (debate)	44
Toy safety (debate)	32
Trade and economic relations with China (A6-0021/2009 , Corien Wortmann-Kool) (vote)	6
Trade and economic relations with Western Balkans (short presentation)	10
Trade in seal products (A6-0118/2009 , Diana Wallis)	6
Trade in seal products (debate)	48
Transitional procedural guidelines on budgetary matters in view of the entry into force of the Lisbon Treaty (debate)	42
Tribute	2
Turkey: progress report 2008 (vote)	14
Type-approval requirements for the general safety of motor vehicles (debate)	36
UN Convention on the Rights of Persons with Disabilities (A6-0229/2009 , Rumiana Jeleva)	10
Uganda: anti-homosexual draft legislation	32
Undertakings for collective investment in transferable securities (UCITS) (recast) (debate)	30
United Nations Convention on the Rights of Persons with Disabilities - UN Convention on the Rights of Persons with Disabilities - Optional Protocol to the UN Convention on the Rights of Persons with Disabilities (debate)	32
Use of PCB waste oils in an Irish food recycling plant (debate)	44
Use of information technology for customs purposes (A7-0052/2009 , Alexander Alvaro) (vote)	6
Use of information technology for customs purposes (debate)	18
Use of minority languages within the framework of the European cultural heritage (debate)	70
Venezuela: the case of Manuel Rosales	34
Violence in the Democratic Republic of Congo (debate)	54
Voting rights for non-citizens of Latvia in local elections (debate)	44
Voting time	136
Voting time (continuation)	8
Voting time (continued)	2
Welcome	22
White Paper on damages actions for breach of the EC antitrust rules (debate)	30
Wilderness in Europe (A6-0478/2008 , Gyula Hegyi) (vote)	4
Wilderness in Europe (short presentation)	20
Women's rights in Afghanistan	36
Worrying situation in the retention centres for immigrants, especially in the islands of Mayotte and Lampedusa (debate)	50
‘made in’ (origin marking) (debate)	34
