title	count
Debates on cases of breaches of human rights, democracy and the rule of law(debate)	2
Decision on urgent procedure	32
Deliberations of the Committee on Petitions (2004 - 2005) (debate)	32
Deliberations of the Committee on Petitions (2004 - 2005) (vote)	4
Demographic challenges and solidarity between the generations (debate)	50
Demographic challenges and solidarity between the generations (vote)	8
Deployment of the European rail signalling system (debate)	34
Developing the agenda for the Community’s external aviation policy – EU-Russia and EU-China relations in the field of air transport	44
Development and migration (debate)	58
Development of the second-generation Schengen Information System (regulation) – Development of the second-generation Schengen Information System (decision) (debate)	18
Disability and development	16
Disability and development (continuation)	10
Disability and development (vote)	2
Discharges for the implementation of the European Union general budget for the financial year 2004 (debate)	96
Double-hull or equivalent design requirements for single-hull oil tankers (debate)	20
Draft general budget for 2007 (Section III) – Draft general budget for 2007 (Sections I, II, IV, V, VI, VII and VIII)	110
Draft general budget for 2007 (sections I, II, IV, V, VI, VII, VIII) (vote)	10
Draft general budget for 2007, amended by the Council (all sections) – Financial Regulation applicable to the general budget of the European Communities – Draft amending budget No 6/2006 (debate)	76
Draft general budget for the European Union - Financial year 2007 (vote)	8
Driving licences (debate)	48
EC-Albania agreement (vote)	2
EC-Denmark Agreement on the service of judicial and extrajudicial documents in civil or commercial matters (vote)	6
EC-Morocco Fisheries Partnership Agreement (debate)	46
EC-Syria Euro-Mediterranean Association Agreement (debate)	48
ERDF, ESF, Cohesion Fund (general provisions) – Establishment of a Cohesion Fund – European Social Fund – European Regional Development Fund – European grouping of territorial cooperation (EGTC) (debate)	126
EU economic and trade relations with Mercosur (debate)	22
EU economic and trade relations with Mercosur (vote)	4
EU forestry strategy (debate)	58
EU forestry strategy (vote)	2
EU preparation for its future role in Kosovo (debate)	60
EU-China relations (debate)	96
EU-China relations (vote)	16
EU-Mauritania fisheries agreement (vote)	6
EU-US Transatlantic Partnership Agreement – EU-US economic relations (debate)	70
EU-US economic relations (vote)	8
EU-USA Transatlantic Partnership Agreement (vote)	4
EU/Russia and EU/China relations in the field of air transport (vote)	2
East Timor	26
East Timor (vote)	4
Eco-labelling schemes for fisheries products (debate)	40
Economic and social consequences of business restructuring in Europe (debate)	42
Economic and social consequences of restructuring in the automobile sector in Europe (debate)	34
Egypt: The Ayman Nour affair (vote)	4
Egypt: Violence against Sudanese refugees	22
Egypt: Violence against Sudanese refugees (vote)	4
Egypt: the case of Ayman Nour (debate)	16
Elections in Belarus (debate)	44
Elections in Ukraine (debate)	32
Emission allowance trading scheme: national allocation plans (2008-2012) (debate)	30
Emissions from air-conditioning systems in motor vehicles (vote)	4
Energy efficiency (Green Paper) (debate)	36
Enlargement Strategy and Main Challenges 2006-2007 (vote)	16
Enlargement of the euro zone (debate)	32
Enlargement of the euro zone (vote)	16
Enlargement strategy and main challenges 2006-2007 – The institutional aspects of the European Union’s capacity to integrate the new Member States (debate)	146
Equal opportunities and equal treatment in employment and occupation (debate)	36
Equality between women and men in the EU	30
Equitable Life Assurance Society Committee of Inquiry - Temporary Committee on extraordinary rendition (Deadline for tabling amendments)	2
Equitable Life Committee of Inquiry (vote)	4
Establishing the European Globalisation adjustment Fund (debate)	62
Establishing the European Globalisation adjustment Fund (vote)	6
Establishment, operation and use of SIS II (regulation) (vote)	4
Establishment, operation and use of SIS II (regulation) – Establishment, operation and use of SIS II (decision) – Access to SIS II by the services responsible for issuing vehicle registration certificates (debate)	64
Ethiopia	22
Euro-Mediterranean policy/preparation for the next meeting of the Euro-Mediterranean Parliamentary Assembly (debate)	42
European Agency for Reconstruction (debate)	22
European Capital of Culture (2007 - 2019) (debate)	32
European Central Bank Annual Report (2005) (debate)	36
European Central Bank Annual Report (2005) (vote)	16
European Chemicals Agency (REACH) (vote)	20
European Chemicals Agency – Amendment of Directive 67/548/EEC on dangerous substances (debate)	138
European Council (Brussels, 15-16 June 2006) (debate)	146
European Council report and Commission statement: European Council meeting (Brussels, 15-16 June 2006) – Statement by the Presidency-in-Office of the Council: Work of the Austrian Presidency	86
European Institute for Gender Equality (debate)	96
European Monitoring Centre for Drugs and Drug Addiction (debate)	22
European Neighbourhood Policy	84
European Neighbourhood Policy (vote)	26
European Quality Charter for Mobility (education and training) (debate)	20
European Small Claims Procedure (vote)	4
European Union Agency for Fundamental Rights (vote)	12
European Union Agency for Fundamental Rights – Fundamental Rights Agency: activities under Title VI of the EU Treaty (debate)	74
European Union annual report on human rights (debate)	40
European Year of Intercultural Dialogue (2008) (debate)	28
European Year of Intercultural Dialogue (2008) (vote)	8
European communication policy (debate)	54
European communication policy (vote)	8
European communication strategy - White Paper	20
European contract law (debate)	16
European contract law and revision of the acquis (debate)	14
European electricity network breakdown (debate)	26
European enforcement order (debate)	18
European initiative in the field of civil protection (debate)	26
European natural, architectural and cultural heritage in rural and island regions (debate)	42
European natural, architectural and cultural heritage in rural and island regions (vote)	4
European order for payment procedure (debate)	12
European order for payment procedure (vote)	10
European political parties (debate)	58
European political parties (vote)	10
Europol's Staff Regulations (vote)	4
Evaluation of the European arrest warrant (debate)	48
Exceptional market support measures (avian sector) (debate)	42
Expenditure in the veterinary field (debate)	20
Explanations of vote	5472
Export of toxic waste to Africa – Use of criminal law to protect the environment (debate)	46
Exposure of workers to optical radiation (debate)	30
Extradition to Peru and trial of former President Alberto Fujimori	20
Extraordinary rendition (debate)	118
Extraordinary rendition (vote)	12
Fair Trade and development (debate)	34
Famagusta/Varosha (debate)	32
Fight against violence (Daphne) (2007-2013) (debate)	70
Fight against violence (Daphne) (2007-2013) (vote)	6
Fighting trafficking in human beings (debate)	42
Fighting trafficking in human beings (vote)	8
Fiji	26
Financial Regulation applicable to the general budget of the European Communities (debate)	32
Financial Regulation applicable to the general budget of the European Communities (vote)	16
Financial contributions to the International Fund for Ireland (2007-2010) (vote)	4
Financial year 2007	14
Financing instrument for development and economic cooperation – European Neighbourhood and Partnership Instrument – Instrument for Stability – Instrument for Pre-Accession Assistance (IPA) (debate)	98
Financing instrument for development cooperation – A financing instrument for cooperation with industrialised and other high-income countries and territories (debate)	56
Financing instrument for the promotion of democracy and human rights worldwide (debate)	36
Financing instrument for the promotion of democracy and human rights worldwide (vote)	10
Financing of European standardisation (debate)	28
Flood assessment and management (debate)	50
Fluorinated greenhouse gases (vote)	16
Fluorinated greenhouse gases – Emissions from air-conditioning systems in motor vehicles (debate)	42
Follow-up to the report on competition in professional services (debate)	18
Footwear from China and Vietnam (debate)	64
Forced prostitution during the 2006 football World Cup (debate)	52
Forced prostitution in the context of world sports events – EU measures against trafficking in human beings and the launch of an anti-trafficking day (debate)	56
Forest fires and floods (debate)	60
Forest fires and floods (vote)	10
Formal sitting	12
Formal sitting - Austria	6
Formal sitting - Georgia	6
Formal sitting - Hungary	18
Formal sitting - Palestinian Authority	6
Formal sitting Federal Republic of Germany	6
Formal sitting Greece	6
Formal sitting – Award of the 2006 Sakharov Prize	6
Formal sitting – Liberia	6
Formal sitting – Malta	6
Formal sitting – Qatar	6
Fourth World Water Forum - Mexico, 16-22 March 2006 (vote)	4
Fourth World Water Forum in Mexico City (16-22 March 2006) (debate)	22
Framework for European Regulatory Agencies (debate)	20
Free movement of workers and transition periods (debate)	40
Freedom of expression on the internet (debate)	28
Freedom, security and justice – Immigration (debate)	156
Fundamental Rights Agency - activities under Title VI TEU (vote)	12
Fundamental Rights Agency – activities under Title VI of the EU Treaty (vote)	4
Funding to deal with pollution caused by ships (debate)	36
Future action in the field of patents (debate)	30
Future action in the field of patents (vote)	6
Future steps in the period of reflection and analysis of the future of Europe (European Council of 15-16 June 2006) (vote)	12
GALILEO (debate)	16
Gambling and sports betting in the Internal Market (debate)	40
Globalisation and the internal market (debate)	28
Guantánamo	36
Guantánamo (vote)	2
Guidelines for Member States’ employment policies – Broad economic policy guidelines for 2006 (debate)	80
Guidelines for trans-European energy networks (debate)	38
Hague Convention on securities (debate)	20
Hague Convention on securities (vote)	2
Harmonisation of technical requirements and administrative procedures in air transport (debate)	38
Harmonisation of technical requirements and administrative procedures in air transport (vote)	6
Healthcare workers and blood-borne infections due to needlestick injuries (vote)	10
Heating and cooling from renewable energy sources (debate)	50
Heating and cooling from renewable energy sources (vote)	2
Homophobia in Europe	56
Human Rights in the World in 2005 and EU policy (debate)	70
Human Rights in the World in 2005 and EU policy (vote)	4
Human rights in Moldova and in Transnistria in particular (debate)	24
Human rights in Tunisia (debate)	26
Human rights in Tunisia (vote)	6
IIA on budgetary discipline and sound financial management (vote)	4
IIA on budgetary discipline and sound financial management – Conclusion of the IIA on budgetary discipline and sound financial management (debate)	128
Implementation of the European Charter for Small Enterprises	42
Implementation of the Seventh Framework Programme of the EC and the EAEC (debate)	90
"Implementing measures (level 2) of the ""Transparency"" and ""Prospectus"" directives (debate)"	26
Implementing powers conferred on the Commission (Interinstitutional agreement) Implementing powers conferred on the Commission (procedures) (debate)	24
Implication of the UN forces in sexual abuses in Liberia and in Haiti	30
Implications of Case C-176/03 (debate)	32
"Improvement of the environmental performance of the freight transport system (""Marco Polo II"") (debate)"	44
Improving the economic situation in the fishing industry (debate)	44
Improving the mental health of the population towards a strategy on mental health for the EU (debate)	70
Improving the mental health of the population – towards a strategy on mental health for the EU (vote)	12
Impunity in Africa and in particular the case of Hissène Habré (debate)	22
Impunity in Africa and in particular the case of Hissène Habré (vote)	2
Increase in racist and homophobic violence in Europe (debate)	62
Increase in racist and homophobic violence in Europe (vote)	22
Informal summit in Lahti and EU-Russia relations following the murder of journalist Anna Politkovskaya (debate)	80
Infrastructure for Spatial Information in the European Community (INSPIRE) (debate)	22
Inland waterway transport (debate)	26
Inshore fishing (debate)	44
Inshore fishing (vote)	2
Interception of bank transfer data from the SWIFT system by the US secret services (debate)	32
Interpretation of the Rules of Procedure	2
Investing for growth and employment (debate)	60
Iran	26
Iran (vote)	2
Iraq: Assyrian community, situation in prisons in Iraq (debate)	30
Joint Undertaking for the European air traffic management system (SESAR) (debate)	32
Joint Undertaking for the European air traffic management system (SESAR) (vote)	2
Kazakhstan (debate)	30
Kazakhstan (vote)	4
Key competences for lifelong learning (debate)	28
LIFE+ – Financing of the Natura 2000 network	40
Legal professions and general interest in the functioning of legal systems (debate)	14
Legislative and work programme of the Commission for 2007 (debate)	136
Level 2 implementing measures for Directive 2004/39/EC (MIFID) (debate)	20
Local border traffic (debate)	32
MIFID draft implementing measures (vote)	6
Management of Mediterranean Fishery Resources	26
Management of Mediterranean Fishery Resources (vote)	2
Management of waste from extractive industries	18
Market access to port services	104
Market access to port services (vote)	20
Mauritania (debate)	20
Mauritania (vote)	4
Measure to enhance road safety (SAFETY) and security measures in the transport sector, including the financing thereof (SECURITY) (debate)	26
Measures to promote tourism (debate)	28
Measuring devices containing mercury (debate)	28
Medicinal products for paediatric use (debate)	26
Meeting of the European Council of 14 and 15 December 2006 – Activities of the Finnish Presidency	104
Membership of Parliament	4
Membership of political groups	20
Mergers in the Internal Market (debate)	50
Milk quotas (debate)	54
Modification of the Protocol on Privileges and Immunities (debate)	22
Modification of the Protocol on Privileges and Immunities (vote)	4
Moldova (Transnistria), Georgia (South Ossetia) (debate)	52
Monitoring the application of Community law (2003-2004) - Better lawmaking 2004: application of the principle of subsidiarity - The implementation consequences and impact of the internal market legislation in force - Strategy for the simplification of the regulatory environment (debate)	88
More environmentally friendly fishing methods (debate)	34
Mortgage credit (debate)	20
Mortgage credit (vote)	2
Mutual information procedure Integration of immigrants in the European Union European Union immigration policy (debate)	78
Myanmar (Burma)	20
Nairobi Conference on Climate Change (debate)	22
Name of a delegation: see Minutes	10
Nanosciences and nanotechnology (debate)	54
Nanosciences and nanotechnology (vote)	2
National management declarations – Responsibilities of the Member States in executing the EU budget (vote)	6
National management declarations – Responsibilities of the Member States of in executing the EU budget	34
Natural disasters - agricultural aspects (vote)	8
Natural disasters – environmental aspects (vote)	8
Natural disasters: agricultural aspects – Natural disasters: regional development aspects – Natural disasters: environmental aspects – EU Solidarity fund (debate)	78
Nepal (debate)	24
New financial instrument for development in connection with the Millenium Goals (debate)	20
Nomination of the Bulgarian Commissioner (vote)	22
Nomination of the Bulgarian Member of the Court of Auditors (vote)	4
Nomination of the Romanian Commissioner (vote)	2
Non-discrimination and equal opportunities for all (debate)	42
Non-discrimination and equal opportunities for all (vote)	6
North Korea: Human rights violations	22
North Korean asylum seekers, in particular in Thailand	22
Nuclear Safety and Security Assistance (vote)	4
Nuclear research and training activities (2007-2011) (vote)	4
Nuclear test by the Democratic People's Republic of North Korea (debate)	50
Nutrition and health claims made on foods Addition of vitamins and minerals and of certain other substances to foods (debate)	74
Ombudsman's 2005 annual report (debate)	44
Ombudsman's 2005 annual report (vote)	4
One-minute speeches (Rule 144)	62
One-minute speeches on matters of political importance	1040
Opening of the session	2
Opening of the sitting	46
Openness of meetings of the Council when acting in its legislative capacity - Access to the institutions documents - (debate)	58
Order of business	252
Origin marking of certain imported products (debate)	22
Origin marking of certain imported products (vote)	4
Outcome of the screening of legislative proposals pending before the Legislator (debate)	20
Outcome of the screening of legislative proposals pending before the Legislator (vote)	6
Outlook for Bosnia and Herzegovina (debate)	44
Outlook for Bosnia-Herzegovina (vote)	8
PROGRESS (continuation of debate)	28
PROGRESS (debate)	14
Pandemic influenza preparedness and response planning in the European Community (debate)	54
Parliament's estimates for 2007 (debate)	14
Passenger car related taxes (debate)	70
Passenger car related taxes (vote)	20
Payer information with transfers of funds (debate)	24
Payer information with transfers of funds (vote)	8
Peace process in Spain (debate)	24
Peace process in Spain (vote)	36
Pericles programme Pericles programme extension to non-participating Member States (debate)	30
Posting of workers (debate)	50
Posting of workers (vote)	4
Preparation for the European Council (14-15 December 2006) (continuation of debate)	110
Preparation for the European Council (14-15 December 2006) (debate)	6
Preparations for the COP-MOP meeting on biological diversity and security (Curitiba, Brazil) (debate)	16
Preparations for the COP-MOP meeting on biological diversity and security (Curitiba, Brazil) (vote)	2
Preparations for the European Council: the Lisbon Strategy (debate)	124
Preparations for the European Council: the Lisbon Strategy (vote)	4
Presentation of the Court of Auditors’ Annual Report – 2005 (debate)	48
Presentation of the programme of the Austrian Presidency	126
Presentation of the programme of the Finnish presidency (debate)	116
Prevention of injury and promotion of safety (debate)	20
Prevention of injury and the promotion of safety (vote)	4
Prevention, preparedness and consequence management of terrorism (2007-2013) (vote)	4
Production and labelling of organic products (debate)	34
Programme of support for the European audiovisual sector (MEDIA 2007) (debate)	30
Progress report on the accession of Bulgaria and Romania (debate)	132
Prohibitions on certain sex offenders (debate)	14
Promoting multilingualism and language learning in the EU (debate)	38
Promoting multilingualism and language learning in the EU (vote)	6
Promotion of crops for non-food purposes (debate)	40
Promotion of crops for non-food purposes (vote)	2
Protecting healthcare workers from blood-borne infections (continuation of vote)	4
Protecting healthcare workers from blood-borne infections (vote)	12
Protection of chickens kept for meat production (debate)	58
Protection of chickens kept for meat production (vote)	6
Protection of groundwater against pollution (debate)	64
Protection of groundwater against pollution and deterioration (debate)	34
Protection of personal data (debate)	24
Protection of personal data (vote)	20
Protection of the Communities' financial interests (debate)	40
Protection of the Communities' financial interests (vote)	2
Protection preservation of the religious heritage in the northern part of Cyprus (written declaration)	2
Public finances in the EMU (debate)	36
Public finances in the EMU (vote)	4
Public-private partnerships (debate)	36
Public-private partnerships (vote)	6
Question Time (Commission)	278
Question Time (Council)	126
Rapid response and preparedness instrument for major emergencies (debate)	26
Rapid response and preparedness instrument for major emergencies (vote)	2
Recent developments in and prospects for company law (debate)	22
Recovery of Community funds (debate)	24
Recovery of Community funds (vote)	2
Recovery of the stock of European eel (debate)	38
Recovery of the stock of European eel (vote)	4
Reducing the climate change impact of aviation (debate)	52
Reducing the climate change impact of aviation (vote)	16
Relocation in the context of regional development (debate)	62
Removal of fins of sharks on board vessels (debate)	30
Research, technological development and demonstration activities (2007-2013, FP7) (vote)	14
Restrictions on the marketing and use of perfluorooctane sulfonates (debate)	24
Restructuring and employment (debate)	42
Restructuring and employment (vote)	4
Restructuring the sugar industry (vote)	20
Results of the European Council - Lisbon Strategy (debate)	78
Results of the WTO meetings at the end of April in Geneva and future perspectives (continuation of debate)	34
Results of the WTO meetings at the end of April in Geneva and future perspectives (debate)	8
Results of the elections in Palestine and situation in the Middle-East, and the Council's decision not to publish the report on East Jerusalem	60
Results of the elections in Palestine and situation in the Middle-East, and the Council's decision not to publish the report on East Jerusalem (vote)	14
Results of the informal Council of foreign ministers (10-11 March 2006) (debate)	56
Results of the informal summit of heads of state and government (Lahti, 20 October 2006) (debate)	112
Resumption of the session	48
Revision of the Cotonou Agreement and setting of the amount for the 10th EDF (debate)	28
Right to freedom of expression and respect for religious beliefs (debate)	28
Right to freedom of expression and respect for religious beliefs (vote)	8
Rights of patients in the EU (debate)	20
Risk and crisis management in agriculture (debate)	40
Road safety: bringing eCall to citizens (debate)	50
Roma women in the EU (debate)	38
Roma women in the EU (vote)	10
Rotterdam Convention on the Prior Informed Consent Procedure for certain hazardous chemicals (vote)	4
Rules for the prevention, control and eradication of certain transmissible spongiform encephalopathies (debate)	40
Rules on nominal quantities for pre-packed products	24
Rules on nominal quantities for pre-packed products (vote)	4
Russia-EU Summit (vote)	4
Russia-EU summit (debate)	54
SMEs in developing countries (vote)	4
SOLVIT (debate)	24
Sakharov Prize (vote)	4
Sector of berries and cherries intended for processing (debate)	18
Sector of berries and cherries intended for processing (vote)	6
Security of energy supplies, particularly gas	50
Security of energy supply in the European Union (debate)	90
Security of energy supply in the European Union (vote)	6
Services (continuation of the debate)	156
Services (debate)	104
Services (vote)	72
Services in the internal market (debate)	140
Services in the internal market (vote)	2
Services of general interest (debate)	106
Services of general interest (vote)	16
Seventh framework programme (vote)	6
Seventh framework programme – Nuclear research and training activities (2007-2011) (debate)	152
Shipments of radioactive waste and nuclear spent fuel (debate)	34
Shipments of radioactive waste and nuclear spent fuel (vote)	14
Signing of REACH and the seventh framework research programme	4
Situation in DR Congo (debate)	28
Situation in Darfur (debate)	58
Situation in Gaza (debate)	58
Situation in Gaza (vote)	4
Situation in Palestine (debate)	64
Situation in south-east Turkey (debate)	32
Situation in the Middle East	42
Situation in the Middle East (debate)	156
Situation in the Middle East following the elections in Israel (debate)	64
Situation of people with disabilities	40
Situation of people with disabilities (vote)	4
Situation of prisoners in Guantánamo (vote)	10
Situation of the prisoners in Guantánamo (debate)	34
Situation of the prisoners in Guantánamo (vote)	8
Small arms (debate)	20
Social legislation relating to road transport Harmonisation of certain social legislation relating to road transport	72
Social protection and inclusion (debate)	40
Somalia (debate)	24
Somalia (vote)	8
Special Report on interpretation expenditure (vote)	2
Specific programme of the European Atomic Energy Community (Seventh Research and Training Framework Programme, 2007-2011) (vote)	4
Sri Lanka	52
Sri Lanka (debate)	26
Sri Lanka (vote)	20
Standards of conduct of Members (Amendment of the Rules of Procedure)	26
State aid for innovation (debate)	32
State aid for innovation (vote)	8
State aid reform (debate)	54
State aid reform (vote)	8
State of progress of negotiations on the Financial Perspective. (debate)	26
State of the European footwear sector one year after liberalisation (debate)	70
Statement by the President	26
Statements by the President	2
Statistics on foreign affiliates (debate)	14
Strategic guidelines for rural development (2007-2013) (debate)	52
Strategic guidelines on cohesion (debate)	60
Strategic review of the IMF (debate)	32
Strategic review of the IMF (vote)	6
Succession and wills (debate)	14
Succession and wills (vote)	8
Support for rural development by the EAFRD - Voluntary modulation of direct payments under the CAP (debate)	30
Support for rural development by the EAFRD – Voluntary modulation of direct payments under the CAP (debate)	60
Suspension of aid to the Palestinian authority (debate)	48
Suspension of negotiations on the Doha Development Agenda (DDA) (debate)	58
Sustainable development strategy	20
Sustainable development strategy (debate)	62
Sustainable development strategy (vote)	8
Syria: Human rights violations	24
Syria: Human rights violations (vote)	4
Tackling racism in football (written declaration)	6
Taiwan (debate)	32
Taiwan (vote)	2
Taking into account previous convictions in another Member State (debate)	18
Technical requirements for inland waterway vessels (debate)	18
Temporary Committee on extraordinary rendition (vote)	6
The EU's economic and trade relations with India (debate)	54
The EU's economic and trade relations with India (vote)	6
The European Union's Generalised System of Preferences (debate)	20
The European dimension of school teaching materials (debate)	26
The European dimension of school teaching materials (vote)	4
The Human Rights and Democracy Clause (debate)	64
The Human Rights and Democracy Clause (vote)	4
The basic salaries and allowances applicable to Europol staff (vote)	4
The development impact of Economic Partnership Agreements (debate)	32
The development impact of Economic Partnership Agreements (vote)	8
The exploitation of North Sea plaice and sole (debate)	22
The future of the Lisbon strategy from a gender perspective	56
The future of the Lisbon strategy from a gender perspective (vote)	2
The implementation of the European Security Strategy in the context of the ESDP (continuation of debate)	38
The implementation of the European Security Strategy in the context of the ESDP (debate)	20
The implementation of the European Security Strategy in the context of the ESDP (vote)	8
The institutional aspects of the European Union's capacity to integrate new Member States (vote)	6
The period of reflection: structure, subjects and context for an assessment of the debate on the EU	104
The period of reflection: structure, subjects and context for an assessment of the debate on the EU (vote)	10
The placing on the market of pyrotechnic articles (debate)	18
