title	count
Amending budget no 1/2010: Section I - Parliament - Estimates of revenue and expenditure for the year 2011 - Section I - Parliament (debate)	42
Amendment of Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders of Member States and those whose nationals are exempt from that requirement (A7-0294/2010 , Agustín Díaz de Mera García Consuegra)	4
Amendment of Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders of Member States and those whose nationals are exempt from that requirement (debate)	36
Amendment of Regulation (EC) No 663/2009 establishing a programme to aid economic recovery by granting Community financial assistance to projects in the field of energy (debate)	74
Amendment of the agenda	16
An EU Strategy for Youth – Investing and Empowering (A7-0113/2010 , Georgios Papanikolaou) (vote)	4
An agenda for new skills and jobs (debate)	44
Animal health requirements applicable to the non-commercial movement of pet animals (debate)	50
Announcement by the President	16
Announcement by the President: see Minutes	2
Announcements by the President	2
Annual accounts of certain types of companies as regards micro-entities (A7-0011/2010 , Klaus-Heiner Lehne) (vote)	4
Annual accounts of certain types of companies as regards micro-entities (debate)	64
Annual report of the Petitions Committee 2009 (debate)	50
Annual report on human rights (2008) - EU policies in favour of human rights defenders - Trade in goods used for torture - (debate)	84
Anti-Counterfeiting Trade Agreement (ACTA) (debate)	116
Anti-Counterfeiting Trade Agreement (ACTA) (vote)	6
Anti-dumping cases - state of play and prospects (debate)	30
Application of the provisions of the Schengen acquis relating to the Schengen Information System in Bulgaria and Romania (debate)	40
Appointment of a Member of the Court of Auditors (Mr Gijs M. de Vries, NL) (A7-0255/2010 , Inés Ayala Sender) (vote)	4
Appointment of the Commission (B7-0090/2010 ) (vote)	14
Approval of the minutes of the previous sitting	36
Arms exports (debate)	74
Arrangements for importing fishery and aquaculture products into the EU with a view to the future reform of the CFP (debate)	50
Assessment of the results of the 2006-2010 Road map for Equality between women and men and forward looking recommendations (A7-0156/2010 , Ilda Figueiredo) (vote)	8
Atypical contracts, secured professional paths and new forms of social dialogue (short presentation)	22
Authorising enhanced cooperation procedure regarding the law applicable to divorce and legal separation (A7-0194/2010 , Tadeusz Zwiefka) (vote)	4
Aviation security charges (debate)	58
Award of the Sakharov Prize (formal sitting)	6
Ban on commercial whaling (debate)	32
Ban on use of cyanide mining technologies (debate)	64
Basel II and revision of the Capital Requirements Directive (CRD 4) (debate)	52
Beijing +15 - UN Platform for Action for Gender Equality (debate)	72
Better lawmaking	56
Bilateral safeguard clause in the EU-Korea Free Trade Agreement (A7-0210/2010 , Pablo Zalba Bidegain) (vote)	8
Bilateral safeguard clause in the EU-Korea Free Trade Agreement (debate)	58
Body scanners - Operation of intelligence services in the context of counter-terrorism strategies (debate)	122
Bosnia and Herzegovina (debate)	36
Budget review (debate)	62
Burma	70
Burma (B7-0105/2010 )	2
Burma - conduct of elections and the release of opposition leader Aung San Suu Kyi	36
CAP simplification (debate)	72
Calendar of part-sessions	10
Cambodia, in particular the case of Sam Rainsy	34
Camp Achraf (written declaration)	4
Capital requirements for the trading book and for re-securitisations, and the supervisory review of remuneration policies - Remuneration of directors of listed companies and remuneration policies in the financial services sector (debate)	44
Citizens’ initiative (debate)	128
Civil, commercial, family and private international law aspects of the action plan implementing the Stockholm Programme (A7-0252/2010 , Luigi Berlinguer) (vote)	4
Civilian-military cooperation and the development of civilian-military capabilities (short presentation)	20
Closing of the session	2
Closure of the sitting	36
Closure of the sitting: see Minutes	2
Combating late payment in commercial transactions (debate)	80
Commission Green Paper on the management of bio-waste in the European Union (A7-0203/2010 , José Manuel Fernandes) (vote)	2
Commission Green Paper on the management of bio-waste in the European Union (short presentation)	26
Commission Legislative and Work Programme for 2010 (debate)	46
"Commission White Paper: ""Adapting to climate change: Towards a European framework for action"" (A7-0057/2010 , Vittorio Prodi)"	4
Commission communication on Action against Cancer: European Partnership (debate)	48
Commission fines in antitrust cases (debate)	24
Common system of value added tax and duration of obligation to respect a minimum standard rate (debate)	28
Community Programme for Employment and Social Solidarity - Progress (A7-0049/2009 , Kinga Göncz) (vote)	6
Community financial assistance with respect to the decommissioning of Units 1 to 4 of the Kozloduy Nuclear Power Plant in Bulgaria – ‘Kozloduy Programme’ (debate)	58
Community guidelines for the development of the trans-European transport network (recast) (debate)	40
Competition horizontal cooperation rules (debate)	22
Competition horizontal cooperation rules (vote)	2
Completing the internal market for e-commerce (A7-0226/2010 , Pablo Arias Echeverría) (vote)	4
Completing the internal market for e-commerce (short presentation)	22
Composition of Parliament	2
Composition of committees and delegations: see Minutes	2
Composition of committees: see Minutes	2
Composition of political groups	2
Conclusions of the EU/Russia Summit (31 May - 1 June) (continuation of debate)	56
Conclusions of the EU/Russia Summit (31 May - 1 June) (debate)	16
Conclusions of the EU/Russia summit (31 May - 1 June) (B7-0293/2010 ) (vote)	10
Conclusions of the European Council meeting (16 September 2010) (debate)	122
Conclusions of the European Council meeting (17 June 2010) (debate)	110
Conclusions of the European Council meeting (25-26 March 2010) (debate)	126
Conclusions of the European Council meeting (28-29 October) and economic governance (continuation of debate)	60
Conclusions of the European Council meeting (28-29 October) and economic governance (debate)	82
Conclusions of the special ECOFIN Council meeting of 7 September (debate)	62
Conference on Biological Diversity - Nagoya 2010 (vote)	22
Consequences of the entry into force of the Treaty of Lisbon for ongoing interinstitutional decision-making procedures (B7-0221/2010 )	2
Containers lost at sea and compensation (debate)	32
Contribution of EU regional policy towards fighting the financial and economic crisis, with a special reference to Objective 2 (A7-0206/2010 , Rodi Kratsa-Tsagaropoulou) (vote)	6
Contribution of EU regional policy towards fighting the financial and economic crisis, with a special reference to Objective 2 (short presentation)	18
Contribution of biodiversity and ecosystems to the achievement of the Millennium Development Goals - Conference on Biological Diversity - Nagoya 2010 (debate)	96
Contribution of the Cohesion policy to the achievement of Lisbon and the EU2020 objectives (A7-0129/2010 , Ricardo Cortés Lastra) (vote)	4
Control by Member States of the Commission’s exercise of implementing powers (debate)	32
Convention on Future Multilateral Cooperation in the Northwest Atlantic Fisheries - Scheme of control and enforcement applicable in the area covered by the Convention on future multilateral cooperation in the North-East Atlantic fisheries (debate)	48
Coordination of humanitarian aid and reconstruction in Haiti (debate)	52
Corporate social responsibility in international trade agreements (A7-0317/2010 , Harlem Désir) (vote)	6
Corrections to votes and voting intentions: see Minutes	64
Creation of an immigration liaison officers’ network (debate)	46
Credit rating agencies (A7-0340/2010 , Jean-Paul Gauzès) (vote)	6
Credit rating agencies (debate)	108
Crisis in the EU livestock sector	6
Crisis in the EU livestock sector (debate)	72
Cuba (debate)	82
Data transfer to the US by Member States on the basis of Memoranda of Understanding (debate)	42
Databases relating to racial and ethnic origin in the EU (debate)	48
Democratic Republic of Congo: the case of Floribert Chebeya Bahizire	30
Democratisation in Turkey (debate)	88
Demographic challenge and solidarity between generations (short presentation)	56
Deontological questions related to companies’ management (A7-0135/2010 , Klaus-Heiner Lehne) (vote)	6
Derivatives Markets: Future policy actions (short presentation)	12
Developing the job potential of a new sustainable economy (A7-0234/2010 , Elisabeth Schroedter) (vote)	4
Development aspects of the International Day for the Eradication of Poverty - Role of minimum income in combating poverty and promoting an inclusive society in Europe (debate)	102
Development of the European Citizens’ Initiative based on Article 11(4) of the Treaty on European Union (debate)	88
Difficult monetary, economic and social situation of Eurozone countries (debate)	102
Discrimination of same-sex married or in civil-partnership couples (debate)	62
Disruption of air traffic in Europe (debate)	132
Draft amending budget No 6/2010: Section II - European Council and Council; Section III - Commission; Section X - European External Action Service (A7-0283/2010 , Roberto Gualtieri) (vote)	4
Draft amending budget No 7/2010: guarantee provided by the European Union in accordance with the provisions of Article 122 of the TFEU – financial assistance to Member States (debate)	26
Draft bill on Israeli NGOs (debate)	82
Draft general budget of the European Union - 2011 financial year (vote)	22
Draft general budget of the European Union for the financial year 2011 as modified by the Council (vote)	4
ECB annual report for 2008 - Report on the 2009 Annual Statement on the Euro Area and Public Finances (debate)	128
ECB annual report for 2009 - Latest developments on international currency exchange rates (debate)	74
EEA-Switzerland: Obstacles with regard to the full implementation of the internal market (A7-0216/2010 , Rafał Trzaskowski) (vote)	4
EU - Canada Summit (debate)	60
EU - South Korea free trade agreement (debate)	64
EU 2020 - Follow-up of the informal European Council of 11 February 2010 (debate)	144
EU action on oil exploration and extraction in Europe (debate)	94
EU action on oil exploration and extraction in Europe (vote)	14
EU agriculture and climate change (short presentation)	34
EU cohesion and regional policy after 2013 - Future of the European Social Fund (debate)	192
EU external strategy on Passenger Name Record (PNR) (debate)	62
EU financial contributions to the International Fund for Ireland (2007-2010) (A7-0190/2010 , Seán Kelly) (vote)	8
EU legislation aiming at the conservation of biodiversity (A7-0241/2010 , Esther de Lange) (vote)	18
EU legislation aiming at the conservation of biodiversity (debate)	82
EU policies in favour of human rights defenders (A7-0157/2010 , Heidi Hautala) (vote)	6
EU policy on Arctic issues (debate)	88
EU potato starch sector after 2012 (debate)	26
EU-China summit on 6 October 2010 (debate)	90
EU-Georgia agreement on facilitation of issuance of visas - EU-Georgia agreement on readmission of persons residing without authorisation - Visa liberalisation scheme in Serbia and Former Yugoslav Republic of Macedonia - Implementation of the EU-Russia visa facilitation agreement (debate)	78
EU-Tunisia relations (debate)	52
EU-US air agreement (debate)	18
Economic governance and Article 9 of the Treaty of Lisbon (debate)	34
Economic governance in the EU and the eurozone, and surveillance of national budgets (debate)	30
Effects of the Xynthia storm in Europe (debate)	58
Effects of the economic crisis on world trade (debate)	66
Election of a Vice-President of the European Parliament	2
Election of a Vice-President of the European Parliament (vote)	48
Election of the European Ombudsman (vote)	2
Electric cars (debate)	70
Eligibility of housing interventions in favour of marginalised communities (A7-0048/2009 , Lambert van Nistelrooij) (vote)	6
Eligibility of housing interventions in favour of marginalised communities (debate)	62
Energy Efficiency Action Plan (debate)	112
Energy performance of buildings (recast) (debate)	58
Enforcement of intellectual property rights in the internal market (A7-0175/2010 , Marielle Gallo) (vote)	8
Enforcement of intellectual property rights in the internal market (short presentation)	38
Entry into force on 1 August 2010 of the Convention on Cluster Munitions (CCM) and the role of the EU (debate)	28
Equal treatment between men and women engaged in an activity in a self-employed capacity (debate)	62
Equality between women and men in the European Union — 2009 (debate)	126
Eritrean refugees held hostage in Sinai	42
Eritrean refugees held hostage in Sinai (B7-0712/2010 )	12
Establishing a permanent crisis mechanism to safeguard the financial stability of the euro area (vote)	10
Establishment of a European Asylum Support Office (debate)	30
Estimates of revenue and expenditure for the year 2011 - Section I - Parliament (A7-0134/2010 , Helga Trüpel) (vote)	6
Europe 2020 - new European Strategy for Jobs and Growth (debate)	144
European Banking Authority (A7-0166/2010 , José Manuel García-Margallo y Marfil) (vote)	6
European External Action Service (A7-0228/2010 ) (vote)	2
European External Action Service (debate)	124
European Financial Stability Facility and European Financial Stabilisation Mechanism and future actions (vote)	8
European Financial Stability Facility and European financial stabilisation mechanism and future actions (debate)	28
European Globalisation Adjustment Fund: ES/Region of Valencia (A7-0180/2010 , Barbara Matera) (vote)	4
European Heritage Label (debate)	78
European Insurance and Occupational Pensions Authority (A7-0170/2010 , Peter Skinner) (vote)	6
European Investment Bank (EIB) - Annual Report 2008 (debate)	86
European Ombudsman's activity report for 2009 - Special Report from the European Ombudsman to the European Parliament following the draft recommendation to the European Commission in Complaint 676/2008/RT (According to Rule 205(2), 1st part) - 26th Annual Report on Monitoring the Application of European Union Law (2008) (debate)	94
European Protection Order (A7-0354/2010 , Teresa Jiménez-Becerril Barrio) (vote)	6
European Protection Order (debate)	64
European Refugee Fund for the period 2008 to 2013 (amendment of Decision No 573/2007/EC). Migration from the Schengen Information System (SIS 1+) to the second generation Schengen Information System (SIS II) (amendment of Regulation (EC) No 1104/2008) - Migration from the Schengen Information System (SIS 1+) to the second generation Schengen Information System (SIS II) (amendment of Decision 2008/839/JHA) - The establishment of a joint EU resettlement programme (debate)	78
European Securities and Markets Authority (A7-0169/2010 , Sven Giegold) (vote)	6
European Strategy for the Danube Region (debate)	88
European rail network for competitive freight (A7-0162/2010 , Marian-Jean Marinescu) (vote)	6
European rail network for competitive freight (debate)	50
European strategy for the economic and social development of mountain regions, islands and sparsely populated areas (debate)	108
Europeana - the next steps (short presentation)	28
Evaluation and assessment of the Animal Welfare Action Plan 2006-2010 (short presentation)	18
Executions in Libya	32
Explanations of vote	18074
Explanations of vote (continuation)	328
Extension of the scope of Directive 2003/109/EC to beneficiaries of international protection (debate)	24
Failures in protection of human rights and justice in the Democratic Republic of Congo (debate)	92
Fair revenues for farmers: A better functioning food supply chain in Europe (A7-0225/2010 , José Bové) (vote)	6
Fair revenues for farmers: A better functioning food supply chain in Europe (debate)	116
Fight against breast cancer in the European Union (written declaration): see Minutes	6
Fight against tuberculosis (debate)	22
Fighting colorectal cancer in the European Union (written declaration)	4
Financial Regulation applicable to the general budget of the European Communities as regards the European External Action Service - Draft amending budget No 6/2010: Section II - European Council and Council; Section III - Commission; Section X - European External Action Service - Amendment of the Staff Regulations of Officials of the European Communities and the Conditions of Employment of Other Servants of those Communities (debate)	136
Financial supervision (signing of acts)	2
Financial supervision package (debate)	84
Floods in Central European countries, in particular Poland, the Czech Republic, Slovakia and Hungary (B7-0346/2010 ) (vote)	6
Floods in Central European countries, in particular Poland, the Czech Republic, Slovakia and Hungary (debate)	98
Food additives other than colours and sweeteners (bovine and/or porcine thrombin) (B7-0264/2010 ) (vote)	8
Food information to consumers (A7-0109/2010 , Renate Sommer) (vote)	48
Food information to consumers (debate)	112
Forced evictions in Zimbabwe	36
Formal sitting	6
Formal sitting - 20th anniversary of German reunification	14
Formal sitting - Address by Ban Ki-Moon, Secretary-General of the United Nations	12
Formal sitting - Georgia	6
Formal sitting - Mali	6
Formal sitting - Mid-term address by Jerzy Buzek, President of Parliament	6
Formal sitting - Timor-Oriental	8
Framework Agreement on prevention from sharp injuries in the hospital and healthcare sector (debate)	36
Framework Agreement on relations between the European Parliament and the Commission (B7-0091/2010 ) (vote)	6
Free movement of workers – temporary restrictions affecting Romanian and Bulgarian citizens on the European Union labour market (debate)	56
Freedom of expression and press freedom in the European Union (debate)	112
Fundamental rights in the European Union (2009) - Effective implementation after the entry into force of the Treaty of Lisbon (debate)	64
Funding and functioning of the European Globalisation Adjustment Fund (short presentation)	28
Future allocation of the European Neighbourhood and Partnership Instrument (ENPI) for the cross-border cooperation programmes (CBC) budget (debate)	66
Future of European standardisation (short presentation)	22
Future of the Africa/EU strategic partnership on the eve of 3rd Africa/EU summit (B7-0693/2010 ) (vote)	12
Future of the Africa/EU strategic partnership on the eve of 3rd Africa/EU summit (debate)	68
Future of the CAP after 2013 (A7-0204/2010 , George Lyon) (vote)	30
Future of the CAP after 2013 (debate)	124
Future of the European Social Fund (B7-0535/2010 ) (vote)	4
G20 labour and employment ministers meeting (Washington, 20/21 April) (debate)	36
GM/Opel: current developments (debate)	54
Gender aspects of the economic downturn and financial crisis - Assessment of the results of the 2006-2010 Roadmap for Equality between women and men and forward looking recommendations - Charter for Women’s Rights - follow up (debate)	84
General provisions on the European Regional Development Fund, the European Social Fund and the Cohesion Fund as regards simplification of certain requirements and as regards certain provisions relating to financial management (debate)	66
Green Paper on reform of the common fisheries policy (debate)	110
Guidelines for the employment policies of the Member States (A7-0235/2010 , Csaba Őry) (vote)	8
Guidelines for the employment policies of the Member States (debate)	92
Health care systems in Sub-Saharan Africa and Global Health (short presentation)	20
Human Rights violations in China, notably the case of Liu Xiaobo	42
Human rights in Iran, in particular, the cases of Sakineh Mohammadi-Ashtiani and of Zahra Bahrami (B7-0494/2010 ) (vote)	8
Human rights in Iran, in particular, the cases of Sakineh Mohammadi-Ashtiani and of Zahra Bahrami (debate)	48
Human rights in Syria, in particular the case of Haythan Al - Maleh	44
Human rights in the world 2009 and EU policy on the matter (A7-0339/2010 , Laima Liucija Andrikienė) (vote)	26
Human rights in the world 2009 and EU policy on the matter (debate)	110
Human rights, social and environmental standards in International Trade agreements - International Trade Policy in the context of Climate Change imperatives - Corporate social responsibility in international trade agreements (debate)	76
Humanitarian situation after the floods in Pakistan (debate)	40
Iceland’s application for membership of the European Union (debate)	70
Impact of advertising on consumer behaviour (short presentation)	26
Implementation of Goldstone recommendations on Israel/Palestine (debate)	86
Implementation of the Research Framework Programmes (short presentation)	26
Implementation of the Single Euro Payments Area (SEPA) (debate)	24
Implementation of the first railway package directives (debate)	82
Implementation of the synergies of research and innovation earmarked funds in Regulation (EC) No 1080/2006 concerning the European Fund of Regional Development and the Seventh Framework Programme for Research and Development (A7-0138/2010 , Lambert van Nistelrooij) (vote)	6
Implementation of the synergies of research and innovation earmarked funds in Regulation (EC) No 1080/2006 concerning the European Fund of Regional Development and the Seventh Framework Programme for Research and Development - Delivering a single market to consumers and citizens - Long-term sustainability of public finances for a recovering economy - Contribution of the Cohesion policy to the achievement of Lisbon and the EU 2020 objectives (debate)	242
Implemented reforms and developments in the Republic of Moldova (B7-0572/2010 ) (vote)	8
Implemented reforms and developments in the Republic of Moldova (debate)	52
Implications for EU agriculture of the reopening of negotiations with Mercosur with a view to concluding an Association Agreement - Preparations for the forthcoming EU-Brazil summit on 14 July 2010 in Brasilia (debate)	92
Import of Laogai-made goods into the EU (debate)	46
Improvements in the safety and health at work of pregnant workers and workers who have recently given birth or are breastfeeding (A7-0032/2010 , Edite Estrela) (vote)	4
Improvements in the safety and health at work of pregnant workers and workers who have recently given birth or are breastfeeding - Precarious women workers (debate)	178
Improving economic governance and stability framework in the EU, in particular, in the euro zone (A7-0282/2010 , Diogo Feio) (vote)	20
Inclusion of aviation activities in the scheme for greenhouse gas emission allowance trading within the Community (debate)	34
Indication of the country of origin of certain products imported from third countries (A7-0273/2010 , Cristiana Muscardini) (vote)	12
Indication of the country of origin of certain products imported from third countries (debate)	68
Industrial emissions (integrated pollution prevention and control) (recast) (debate)	62
Information on medicinal products (Community code relating to medicinal products) - Information on medicinal products (Community procedures for the authorisation and supervision of medicinal products) (debate)	64
Information on medicinal products (Community procedures for the authorisation and supervision of medicinal products) (A7-0289/2010 , Christofer Fjellner) (vote)	6
Innovation partnerships (debate)	50
Institutional aspects of accession by the European Union to the European Convention for the Protection of Human Rights and Fundamental Freedoms - Review Conference of the Rome Statute of the International Criminal Court in Kampala, Uganda (debate)	96
Instrument for Stability - Financing instrument for development cooperation - Financing instrument for the promotion of democracy and human rights worldwide - Financing instrument for cooperation with industrialised countries - Financing instrument for development cooperation (debate)	110
Integrated Maritime Policy (A7-0266/2010 , Gesine Meissner) (vote)	4
Integrated Maritime Policy (debate)	98
Intelligent Transport Systems in the field of road transport and interfaces with other transport modes (debate)	42
Interconnection of business registers (short presentation)	22
Internal Market Scoreboard - Consumer protection - SOLVIT (debate)	108
International Climate Policy post-Copenhagen: Reinvigorating the international negotiations through immediate action	64
International Trade Policy in the context of Climate Change imperatives (A7-0310/2010 , Yannick Jadot) (vote)	6
International Women’s Day	24
Internet governance: the next steps (short presentation)	22
Internet of Things (short presentation)	22
Investigation and prevention of accidents and incidents in civil aviation (debate)	58
Investing in Low Carbon Technologies (debate)	94
Investment projects in energy infrastructure within the European Community (debate)	66
Iraq - in particular, the death penalty (including the case of Tariq Aziz) and attacks against Christian communities	52
Iraq - in particular, the death penalty (including the case of Tariq Aziz) and attacks against Christian communities (B7-0629/2010 )	6
Israeli military operation against the humanitarian flotilla and the Gaza blockade (B7-0345/2010 ) (vote)	6
Israeli military operation against the humanitarian flotilla and the Gaza blockade (debate)	106
Joint Baltic Sea Research and Development Programme (BONUS-169) (debate)	32
Journalism and new media - creating a public sphere in Europe (A7-0223/2010 , Morten Løkkegaard) (vote)	2
Judicial training (debate)	20
Judicial training (vote)	4
Jurisdiction and the recognition and enforcement of judgments in civil and commercial matters (short presentation)	14
Kenya: failure to arrest President Omar al-Bashir of Sudan	44
Key objectives for the Conference of the Parties to the CITES (debate)	94
Key objectives for the Conference of the Parties to the CITES (vote)	10
Kosovo (B7-0409/2010 ) (vote)	18
Kosovo - Albania (debate)	98
Kyrgyzstan (B7-0246/2010 )	10
Kyrgyzstan (debate)	46
Law applicable to divorce and legal separation (A7-0360/2010 , Tadeusz Zwiefka) (vote)	4
Long-term care for older people (debate)	32
Long-term plan for the anchovy stock in the Bay of Biscay and the fisheries exploiting that stock (A7-0299/2010 , Izaskun Bilbao Barandica) (vote)	4
Long-term plan for the anchovy stock in the Bay of Biscay and the fisheries exploiting that stock - Multiannual plan for the western stock of Atlantic horse mackerel and the fisheries exploiting that stock - Prohibition of highgrading and restrictions on fishing for flounder and turbot in the Baltic Sea, the Belts and the Sound - Use of alien and locally absent species in aquaculture (debate)	72
Long-term sustainability of public finances for a recovering economy (A7-0147/2010 , Liem Hoang Ngoc) (vote)	6
Macro-financial assistance for Ukraine (A7-0058/2010 , Vital Moreira) (vote)	4
Macro-prudential oversight of the financial system and establishment of a European Systemic Risk Board (A7-0168/2010 , Sylvie Goulard) (vote)	6
Madagascar	26
Major natural disaster in the autonomous region of Madeira (debate)	50
Malaysia: the practice of caning	46
Malaysia: the practice of caning (B7-0708/2010 )	6
Mandate for the trilogue on the 2011 Draft Budget (debate)	72
Mass atrocities in Jos, Nigeria, in January and March (B7-0247/2010 )	10
Mass atrocities in Jos, Nigeria, in January and March (debate)	48
Measures to be taken to free Nobel Peace Prize laureate Liu Xiaobo (debate)	34
Mobilisation of the European Globalisation Adjustment Fund: Denmark/Danfoss Group (A7-0258/2010 , Barbara Matera) (vote)	4
Mobilisation of the European Globalisation Adjustment Fund: Noord Brabant and Zuid Holland, Division 18/Netherlands (A7-0318/2010 , Barbara Matera) (vote)	10
Mobilising Information and Communication Technologies to facilitate the transition to an energy-efficient, low-carbon economy (debate)	10
Motor Vehicle Block Exemption Regulation (debate)	42
Movement of persons with a long-stay visa (A7-0015/2010 , Carlos Coelho) (vote)	6
Movement of persons with a long-stay visa (debate)	60
Multiannual financial framework for 2007-2013 (debate)	72
Multiannual plan for the western stock of Atlantic horse mackerel and the fisheries exploiting that stock (A7-0296/2010 , Pat the Cope Gallagher) (vote)	6
Natural disasters in the European Union	20
Nepal	34
Nepal (RC-B7-0383/2010 )	6
New developments in public procurement (short presentation)	32
North Caucasus, in particular the case of Oleg Orlov	42
North Caucasus, in particular the case of Oleg Orlov (B7-0549/2010 ) (vote)	4
North Korea	44
Novel foods (A7-0152/2010 , Kartika Tamara Liotard) (vote)	6
Novel foods (debate)	64
Obligations of operators who place timber and timber products on the market (A7-0149/2010 , Satu Hassi) (vote)	4
Obligations of operators who place timber and timber products on the market (debate)	48
Oil exploration and extraction - risks, liability and regulation (debate)	62
One-minute speeches (Rule 150)	186
One-minute speeches on matters of political importance	932
Ongoing negotiations on the Anti-Counterfeiting Trade Agreement (ACTA) (debate)	44
Online gambling in relation to recent ECJ rulings (debate)	92
Opening of the session	2
Opening of the sitting	58
Order of business	288
Outcome of the Climate Change Conference in Cancún (debate)	76
Outcome of the Copenhagen Summit on climate change (B7-0064/2010 ) (vote)	14
Outcome of the Copenhagen Summit on climate change (debate)	174
Outcome of the NATO Summit in Lisbon (debate)	82
Outcome of the summit of 7 May 2010 and the ECOFIN meeting - What is the political relevance of the EU 2020 strategy in the context of the current financial and economic crisis? - Consequences of the financial and economic crisis on the EU 2020 strategy and its governance - What is the relevance of the EU 2020 strategy in the framework of the current financial and economic crisis? (debate)	190
Parliament's calendar of part-sessions – 2012 (vote)	12
Parliament's position on the 2011 draft budget as modified by the Council - all sections - Draft amending budget No 3/2010: Section III - Commission - BAM (Banana Accompanying Measures) (debate)	158
Parliament's position on the new 2011 Draft Budget as modified by the Council (A7-0369/2010 , Sidonia Elżbieta Jędrzejewska and Helga Trüpel) (vote)	12
Parliament's position on the new 2011 Draft Budget as modified by the Council (debate)	82
Parliament’s calendar of part-sessions - 2011 (vote)	22
Parliament’s priorities for the UN Human Rights Council (Geneva, 1-26 March 2010) (B7-0119/2010 )	14
Parliament’s priorities for the UN Human Rights Council (Geneva, 1-26 March 2010) (continuation of debate)	36
Parliament’s priorities for the UN Human Rights Council (Geneva, 1-26 March 2010) (debate)	20
Participation of Switzerland in the ‘Youth in Action’ programme and in the action programme in the field of lifelong learning (debate)	46
