title	count
Policy coherence for development and the effects of the EU's exploitation of certain biological natural resources on development in West Africa (A6-0137/2008 , Frithjof Schmidt) (vote)	4
Policy coherence for development and the effects of the EU's exploitation of certain biological natural resources on development in West Africa (debate)	24
Preparation of the EU-India Summit (Marseille, 29 September 2008)	14
Preparation of the EU-India Summit (Marseille, 29/09/08) (debate)	58
Preparation of the EU/Russia summit (26-27 June 2008) (debate)	84
Preparation of the European Council (11-12 December 2008) (debate)	100
Preparation of the European Council (Brussels, 13-14 March 2008) (debate)	162
Preparation of the European Council following the Irish referendum (debate)	166
Preparation of the European Council, including the situation of the global financial system (continuation of debate)	108
Preparation of the European Council, including the situation of the global financial system (debate)	4
Presentation by the Council of the draft general budget – Budget 2009 (debate)	18
Presentation of the Court of Auditors' annual report - 2007	78
Presentation of the programme of the French Presidency (debate)	148
Presentation of the programme of the Slovenian Presidency (debate)	156
Priorities of the European Parliament for the legislative and work programme of the Commission for 2009 (debate)	82
Proceedings before the Court of Justice (Amendment of Rule 121) (debate)	16
Programme for the Modernisation of European Enterprise and Trade Statistics (MEETS) (A6-0240/2008 , Christoph Konrad) (vote)	4
Programming implementation of the 10th European Development Fund (debate)	28
Progress made in equal opportunities and non-discrimination in the EU (A6-0159/2008 , Elizabeth Lynne) (vote)	14
Progress made in equal opportunities and non-discrimination in the EU (debate)	94
Progress report on the reform of the European schools (debate)	54
Promoting social inclusion and combating poverty (short presentation)	30
Promotion of clean road transport vehicles (debate)	72
Promotion of the use of energy from renewable sources (debate)	70
Proposals on energy and climate change (debate)	100
Proposed hearing of the Commission on crimes of genocide, crimes against humanity and war crimes committed by totalitarian regimes (8 April 2008) (debate)	60
Protecting children using the Internet and other communication technologies (debate)	66
Protection of consumers in respect of certain aspects of timeshares (A6-0195/2008 , Toine Manders) (vote)	6
Protection of consumers in respect of certain aspects of timeshares (debate)	50
Protection of pedestrians and other vulnerable road users (debate)	46
Protection of the Communities’ financial interests – Fight against fraud – Annual reports 2005 and 2006 (debate)	44
Protection of the environment through criminal law (A6-0154/2008 , Hartmut Nassauer) (vote)	8
Protection of the environment through criminal law (debate)	34
Protection of vulnerable marine ecosystems (debate)	32
Protocol to the EC-Switzerland Agreement on the free movement of persons (participation of Bulgaria and Romania) (A6-0343/2008 , Marian-Jean Marinescu) (vote)	2
Publication and translation obligations of certain types of companies (debate)	28
Question Time (Commission)	1132
Question Time (Council)	1048
Quorum	28
Quorum (continuation)	6
REACH (Draft Test Methods Regulation) (debate)	14
Recovery of cod stocks (debate)	30
Reduction in unwanted by-catches and elimination of discards in European fisheries (debate)	40
Reform of trade protection instruments (debate)	40
Reform programme of the Polish shipyards (debate)	68
Reinforcing the Union's disaster response capacity (debate)	40
Report on the ECB annual report for 2007 (debate)	70
Request for defence of the parliamentary immunity of Mr Witold Tomczak (debate)	14
Request for waiver of the immunity of Frank Vanhecke (A6-0421/2008 , Klaus-Heiner Lehne) (vote)	6
Research Fund for Coal and Steel (debate)	38
Response of the European Union to the deteriorating situation in the east of the Democratic Republic of Congo (debate)	54
Response of the European Union to the deteriorating situation in the east of the Democratic Republic of Congo (vote)	6
Results of the European Council (Brussels, 13-14 March 2008) (debate)	104
Results of the European Council meeting of 19 and 20 June 2008 in Brussels - Slovenian Presidency's term of office (debate)	114
Resumption of the session	40
Retail Financial Services in the Single Market (A6-0187/2008 , Othmar Karas) (vote)	4
Review of recommendation 2001/331/EC providing for minimum criteria for environmental inspection in the Member States (debate)	20
Revision of Council Directive 94/45/EC of 22 September 1994 on the establishment of a European Works Council (debate)	46
Revision of the framework directive on waste (A6-0162/2008 , Caroline Jackson) (vote)	38
Revision of the framework directive on waste (debate)	60
Rights-based management tools in fisheries (debate)	24
Rising food prices in the European Union and developing countries (debate)	106
Rising food prices in the European Union and developing countries (vote)	8
Rising tension in Burundi (debate)	26
Road infrastructure safety (debate)	48
Rules for the operation of air services in the Community (recast) (debate)	38
Russia	38
Russia (vote)	4
Russia, attacks on Human Rights defenders and murder trial of Ana Politkovskaya (vote)	6
Russia: attacks on human rights defenders, and the Anna Politkovskaya murder trial	40
Safety of Toys (A6-0441/2008 , Marianne Thyssen) (vote)	38
Safety on the Community's railways - Amendment of Regulation (EC) No 881/2004 establishing a European Railway Agency (debate)	36
School Fresh Fruit Scheme (amendment of Single CMO Regulation) (debate)	68
Scientific cooperation with Africa (debate)	28
Scientific facts of climate change: findings and recommendations for decision-making (A6-0136/2008 , Karl-Heinz Florenz) (vote)	8
Scientific facts of climate change: findings and recommendations for decision-making (debate)	104
Sea piracy (debate)	44
Second Internet Governance Forum, held in Rio de Janeiro from 12 to 15 November 2007 (debate)	26
Securities settlement systems and financial collateral arrangements (debate)	28
Seventh Human Rights Council of the United Nations (debate)	22
Shared effort to reduce greenhouse gas emissions (debate)	54
Signature of acts adopted under codecision: see Minutes	4
Single application procedure for residence and work (A6-0431/2008 , Patrick Gaubert) (vote)	6
Situation in Bangladesh	42
Situation in Bangladesh (vote)	4
Situation in Belarus (debate)	68
Situation in Burma (debate)	42
Situation in Chad (debate)	44
Situation in China after the earthquake and before the Olympic Games (debate)	66
Situation in China after the earthquake and before the Olympic Games (vote)	10
Situation in Gaza	22
Situation in Gaza (debate)	46
Situation in Gaza (vote)	4
Situation in Georgia (debate)	146
Situation in Georgia (vote)	10
Situation in Iran (continuation of debate)	46
Situation in Iran (debate)	24
Situation in Iran (vote)	44
Situation in Kenya (debate)	54
Situation in Pakistan following the assassination of Benazir Bhutto (debate)	60
Situation in Tibet (debate)	102
Situation in Tibet (vote)	2
Situation in Zimbabwe (debate)	46
Situation in Zimbabwe (vote)	4
Situation in the Democratic Republic of Congo and rape as a war crime (debate)	30
Situation in the bee keeping sector (debate)	36
Situation of the Roma in Italy (debate)	90
Situation of the world financial system and its consequences on the European markets (debate)	72
Social Package (vote)	4
Social package (First part) (debate)	148
Social package (Second part: Cross-border healthcare) (debate)	114
Social security systems and pensions (short presentation)	10
Soil protection (debate)	50
Somalia	34
Somalia: routine killing of civilians	30
Somalia: routine killing of civilians (vote)	6
Sovereign Wealth Funds (debate)	40
Space and security (A6-0250/2008 , Karl von Wogau) (vote)	2
Space and security (debate)	28
Special Report from the European Ombudsman following the draft recommendation to the European Commission in complaint 3453/2005/GG (debate)	32
Stabilisation and Association Agreement between the EC and Bosnia and Herzegovina (B6-0541/2008 ) (vote)	6
Stabilisation of Afghanistan: challenges for the EU and the international community (A6-0269/2008 , André Brie) (vote)	4
Stabilisation of Afghanistan: challenges for the EU and the international community (debate)	62
State of the negotiations on the climate change and energy package (continuation of debate)	50
State of the negotiations on the climate change and energy package (debate)	150
Statement by the President	46
Statements by the President	8
Statistics on plant protection products (debate)	38
Status of elected MEPs in Poland (debate)	28
Statute of the European Ombudsman (A6-0076/2008 , Anneli Jäätteenmäki) (vote)	8
Statute of the European Ombudsman (debate)	30
Stepping up the fight against undeclared work (short presentation)	18
Steps towards improving the environment for SMEs in Europe - Small Business Act (debate)	52
Strategy for the third meeting of the Parties to the Convention on Access to Information, Public Participation in Decision-making and Access to Justice in Environmental Matters (debate)	20
Strengthening of Eurojust and amendment of Decision 2002/187/JHA (A6-0293/2008 , Renate Weber) (vote)	4
Sudan and the International Criminal Court (ICC) (debate)	32
Support schemes for farmers (support for cotton) (debate)	26
Support schemes for farmers under the CAP (A6-0402/2008 , Luis Manuel Capoulas Santos) (vote)	2
Support schemes for farmers under the CAP - Modifications to the common agricultural policy - Support for rural development by the European Agricultural Fund for Rural Development - Community strategic guidelines for rural development (2007 to 2013) (debate)	148
Supporting early demonstration of sustainable power generation from fossil fuels (short presentation)	12
Suspension of the WTO Doha Round (debate)	48
Sustainable European transport policy (A6-0014/2008 , Gabriele Albertini) (vote)	2
Sustainable European transport policy, taking into account European energy and environment policies (debate)	58
Sustainable agriculture and biogas: review of EU legislation (A6-0034/2008 , Csaba Sándor Tabajdi) (vote)	4
Sustainable agriculture and biogas: review of EU legislation (debate)	58
Tax treatment of losses in cross-border situations (debate)	34
Taxation of unleaded petrol and gas oil (debate)	38
Technical requirements and administrative procedures for commercial transportation by aeroplane (EU OPS)/use of child-restraint safety devices (OPS 1.730) (debate)	22
Temporary workers (debate)	64
The Barcelona Process: Union for the Mediterranean (debate)	74
The Barcelona Process: Union for the Mediterranean (vote)	12
The Bologna Process and student mobility (short presentation)	14
The Commission's 2007 enlargement strategy paper (continuation of debate)	46
The Commission's 2007 enlargement strategy paper (debate)	80
The European Union's role in Iraq (A6-0052/2008 , Ana Maria Gomes) (vote)	4
The European Union's role in Iraq (debate)	70
The Evaluation of the PEACE Programme (debate)	40
The Green Paper on 'Adapting to climate change in Europe - options for EU action' (debate)	96
The Millennium Development - Goal 5: maternal health (debate)	64
The Misleading Directory Companies report (A6-0446/2008 , Simon Busuttil) (vote)	6
The Misleading Directory Companies report (short presentation)	10
The arrest of political opponents in Belarus (debate)	50
The case of the al-Kurd family	34
The case of the al-Kurd family (vote)	44
The challenge of EU Development Cooperation Policy for the new Member States (debate)	44
The crisis in the fisheries sector caused by rising fuel oil prices (debate)	62
The death penalty, particularly the case of Troy Davis	28
The death penalty, particularly the case of Troy Davis (vote)	2
The demographic future of Europe (debate)	106
The factors favouring support for terrorism and the recruitment of terrorists (debate)	54
The impact of cohesion policy on the integration of vulnerable communities and groups (debate)	50
The particular situation of women in prison and the impact of the imprisonment of parents on social and family life (A6-0033/2008 , Marie Panayotopoulos-Cassiotou) (vote)	8
The particular situation of women in prison and the impact of the imprisonment of parents on social and family life (debate)	38
The role of volunteering in contributing to economic and social cohesion (debate)	50
The role of women in industry (debate)	70
The situation of fundamental rights in the European Union (2004-2008) - European area of freedom, security and justice (debate)	78
The situation of women in rural areas of the EU (debate)	66
The situation of women in the Balkans (short presentation)	22
The work of the ACP-EU Joint Parliamentary Assembly in 2007 (debate) (debate)	26
The work of the Plenary and initiative reports (amendment of the Rules of Procedure) (debate)	32
Together for Health: A Strategic Approach for the EU 2008-2013 (A6-0350/2008 , Alojz Peterle) (vote)	6
Together for Health: A Strategic Approach for the EU 2008-2013 (debate)	70
Towards Europe-wide Safer, Cleaner and Efficient Mobility: The First Intelligent Car Report (debate)	62
Towards a new culture of urban mobility (debate)	44
Towards a reform of the World Trade Organisation (A6-0104/2008 , Cristiana Muscardini) (vote)	8
Towards a reform of the World Trade Organisation (debate)	56
Towards an EU strategy on the rights of the child (debate)	98
Toys Directive (debate)	64
Trade and Economic Relations with the countries of South East Asia (ASEAN) (A6-0151/2008 , Glyn Ford) (vote)	4
Trade and Economic Relations with the countries of South East Asia (ASEAN) (debate)	46
Trade in raw materials and commodities (debate)	30
Trade in services (debate)	50
Tragic situation in Burma (debate)	60
Transatlantic Economic Council (debate)	54
Transatlantic Economic Council (vote)	4
Transfers of defence-related products (debate)	46
Transparency in financial matters (debate)	50
Treaty of Lisbon (debate)	170
Tribute	4
Turkey's 2007 progress report (A6-0168/2008 , Ria Oomen-Ruijten) (vote)	8
Turkey's 2007 progress report (debate)	102
Type-approval of hydrogen powered motor vehicles (debate)	44
Type-approval of motor vehicles and engines (debate)	30
US anti-missile defence system (debate)	40
Use by Parliament of the symbols of the Union (new Rule 202a) (debate)	60
Use of the Visa Information System (VIS) under the Schengen Borders Code (debate)	30
VAT on insurance and financial services (debate)	24
Variations to the terms of marketing authorisations for medicinal products - Counterfeiting of medicinal products (debate)	76
Venezuela	32
Verification of credentials	6
Voting time	158
Voting time (continuation)	20
Welcome	56
White Paper on Nutrition, Overweight and Obesity-related health issues (debate)	94
White Paper on Sport (debate)	100
Women and science (debate)	58
Youth in Action programme (2007-2013) (A6-0274/2008 , Katerina Batzeli) (vote)	4
Zero tolerance regime for unauthorised GMOs and the economic consequences thereof (debate)	46
Zimbabwe	68
Zimbabwe (vote)	6
‘IASCF: review of the constitution – Public accountability and the composition of the IASB proposals for change’ (vote)	8
