title	count
Development of the Community's railways Certification of train drivers operating locomotives and trains on the railway system in the Community International rail passengers' rights and obligations (continuation of debate)	48
Development of the Community’s railways – Certification of train drivers operating locomotives and trains on the railway system in the Community – International rail passengers’ rights and obligations (debate)	56
Dialogue between the Chinese government and Envoys of the Dalai Lama (debate)	34
Direct insurance other than life assurance (implementing powers conferred on the Commission) (vote)	6
Directives concerning the protection of health and safety of workers: simplifying and rationalising practical implementation reports (debate)	20
Discharge 2005: Section I, European Parliament (vote)	10
Discharge 2005: Section II, Council (vote)	6
Discharge 2005: Section III, Commission (vote)	4
Discharge for the financial year 2005 (debate)	92
Discrimination against young women and girls in the field of education (debate)	30
Discrimination against young women and girls in the field of education (vote)	8
Documents received: see Minutes	2
Draft amending budget No 6/2007 (vote)	4
Draft estimates of the European Parliament for 2008 (debate)	32
Draft estimates of the European Parliament for 2008 (vote)	4
Draft general budget 2008 as modified by the Council (all sections) (debate)	72
Draft general budget for 2008, modified by the Council (all sections) (signature)	2
Draft general budget of the European Union - Financial year 2008 (vote)	48
Drugs prevention and information (vote)	6
EC-Gabon Fisheries Partnership (debate)	10
EC-Russia short-stay visa agreement – EC-Russia readmission agreement (debate)	44
EC-USA air transport agreement (debate)	32
EIB Annual Report 2005 (debate)	42
ESDP operation in eastern Chad and the north of the Central African Republic (debate)	38
ESPD operation in eastern Chad and the north of Central African Republic (vote)	10
EU economic and trade relations with Russia (debate)	62
EU economic and trade relations with Russia (vote)	8
EU partnership in the Horn of Africa (debate)	18
EU restrictions on liquids that passengers can carry on aircrafts (debate)	46
EU strategy for reform in the Arab world (debate)	50
EU strategy for reform in the Arab world (vote)	34
EU-Africa relations (debate)	68
EU-Africa relations (vote)	4
EU-China Summit - EU-China human rights dialogue (vote)	6
EU-Russia Summit (debate)	80
EU-Russia summit (debate)	84
EU-Russia summit (vote)	36
EU-Serbia relations (debate)	66
EU-Serbia relations (vote)	14
EU-Turkey relations (debate)	76
EU-Turkey relations (vote)	6
EU-USA Air Services Agreement (debate)	44
EU/China summit - EU/China human rights dialogue (debate)	42
EURES activity report 2004-2005: Towards a single European labour market (debate)	28
EUROMED (debate)	40
Eastern Chad	34
Economic and trade relations with Korea (debate)	32
Economic partnership agreements (debate)	28
Economic policy guidelines for 2007 – Member States’ employment policies (debate)	58
Efficiency and equity in European education and training systems (debate)	42
Election of President of Parliament	34
Election of Quaestors of Parliament	2
Election of Vice-Presidents of Parliament	2
Election of Vice-Presidents of the European Parliament (continuation)	2
Energy Star (vote)	4
Enforcement of intellectual property rights (criminal measures) (debate)	50
Enforcement of intellectual property rights (criminal measures) (vote)	4
Environmental protection from radiation following the crash of a military aircraft in Greenland (debate)	22
Environmental quality standards in the field of water policy (debate)	36
Equal treatment between persons irrespective of racial or ethnic origin (debate)	52
Equality between men and women in the committees' work (debate)	52
Equality between men and women in the committees' work (vote)	8
Equality between women and men in the EU (debate)	70
Equality between women and men in the EU (vote)	4
Equality road-map (debate)	50
Equality road-map (vote)	10
Estonia (debate)	46
Euro-Mediterranean Free Trade Area (vote)	4
Euro-Mediterranean relations - Euro-Mediterranean Free Trade Area (debate)	66
Euro-mediterranean relations (vote)	6
European Aviation Safety Agency (debate)	84
European Aviation Safety Agency (vote)	8
European Contract Law (debate)	16
European Council meeting (8-9 March 2007) (debate)	114
European Council meeting of 21-22 June 2007 Activity report of the German Presidency (continuation of debate)	60
European Council meeting of 21-22 June 2007 Activity report of the German Presidency (report and statements followed by debate)	38
European Critical Infrastructure (debate)	30
European Institute of Technology (debate)	70
European Ombudsman's activities in 2006 (debate)	60
European Ombudsman's activities in 2006 (vote)	2
European Road Safety Action Programme Mid-Term Review (debate)	60
European Road Safety Action Programme – Mid-Term Review (vote)	6
European Statistical Governance Advisory Board - European Statistical Advisory Council (debate)	20
European emergency call number 112 (written declaration): see Minutes	14
European insurance and occupational pensions committee (implementing powers conferred on the Commission) (vote)	4
"European strategy for the rights of the child: against ""dys""crimination of children and exclusion of ""dys"" people (debate)"	34
Europol staff salaries and allowances (vote)	6
Eurovignette (debate)	26
Eurozone (2007) - European Central Bank (2006) (continuation of debate)	48
Eurozone (2007) - European Central Bank (2006) (debate)	18
Exchanges of information extracted from criminal records (debate)	20
Excise duty on alcohol (debate)	54
Excise duty on alcohol (vote)	10
Explanations of vote	5554
External dimension of the area of freedom, security and justice (continuation of debate)	40
External dimension of the area of freedom, security and justice (debate)	14
External dimension of the area of freedom, security and justice (vote)	8
External dimension of the fight against terrorism (debate)	46
External dimension of the fight against terrorism (vote)	8
Fact-finding mission to the regions of Andalusia, Valencia and Madrid (debate)	22
Fact-finding mission to the regions of Andalusia, Valencia and Madrid (vote)	6
Family life and study (debate)	70
Family life and study (vote)	4
Fight against terrorism (debate)	142
Financial Instrument for the Environment (LIFE+) (debate)	24
Financial instability and the impact on the real economy (debate)	66
Financial services policy (2005-2010) - White Paper (vote)	10
Financial services policy (2005-2010) – White Paper (debate)	40
Financial year 2008 as modified by the Council (vote)	10
Financing of the Special Court for Sierra Leone	20
Financing of the Special Court for Sierra Leone (vote)	14
Financing the common agricultural policy	54
Financing the common agricultural policy (vote)	6
Fire safety in hotels (debate)	20
First railway package (debate)	26
Fisheries Partnership Agreement between the EC and Denmark and Greenland (debate)	22
Follow-up to the Berlin declaration (debate)	108
Forest fires in Greece, their consequences and conclusions to be drawn for prevention and preparedness measures (debate)	76
Formal sitting - Bulgaria	10
Formal sitting - France	8
Formal sitting - India	6
Formal sitting - Jordan	30
Formal sitting - Portugal	8
Formal sitting – Italy	6
Formal sitting – Romania	6
Formal sitting: Welcoming of the Bulgarian and Romanian Members	2
Formation of a political group	8
Framework decision on combating racism and xenophobia (debate)	32
Framework directive on the sustainable use of pesticides (vote)	8
Framework directive on the sustainable use of pesticides - Thematic strategy on the sustainable use of pesticides - The placing of plant protection products on the market (debate)	106
Free movement of Roma within the EU borders (debate)	18
Freight transport logistics in Europe and sustainable mobility (debate)	52
Further convergence in supervisory practices at EU level (debate)	20
Future agreement on Kosovo (debate)	38
Future enlargements and cohesion (debate)	60
Future enlargements and cohesion (vote)	8
Future of Europe (debate)	70
Future of European aircraft construction (debate)	34
Future of Professional Football in Europe - Security at Football Matches (debate)	74
Galileo (debate)	20
Global Europe - External aspects of competitiveness (debate)	68
Global Europe - External aspects of competitiveness (vote)	12
Government Procurement Agreement (GPA) (debate)	36
Green Paper on urban transport (debate)	34
Green Paper: Diplomatic and consular protection of Union citizens (vote)	4
Guatemala	24
Guatemala (vote)	6
Guinea (debate)	18
Guinea (vote)	8
Halting the loss of biodiversity by 2010 (debate)	28
Homophobia in Europe (debate)	52
Homophobia in Europe (vote)	8
Housing and regional policy – Structural policies and EU cohesion – Future regional policy and innovation (debate)	98
Human rights dialogues and consultations on human rights with third countries (debate)	80
Human rights in Ethiopia	26
Human rights in Sudan	24
Human rights in Syria	16
Human rights in Syria (vote)	12
Human rights in Vietnam	30
Human rights in Vietnam (vote)	8
Human rights in the world 2006 and the EU's policy on the matter (vote)	20
Human rights in the world – Moratorium on the death penalty (debate)	60
Human rights of the Dalits in India (vote)	16
Human rights situation in the Philippines	26
Human rights violations in Transnistria (Moldova)	28
Human rights violations in Transnistria (Moldova) (vote)	6
Humanitarian situation of refugees from Iraq (debate)	32
Humanitarian situation of refugees from Iraq (vote)	8
Illegal bird hunting in Malta (debate)	24
Illegal bird hunting in Malta (vote)	8
Illegal fishing (debate)	34
Immigration - Legal migration - Policy priorities in the fight against illegal immigration of third-country nationals (debate)	116
Immunity and privileges of Gian Paolo Gobbo (vote)	8
Implementation of the Council decision on the moratorium against death penalty (debate)	46
Imposition of the death penalty on medical personnel in Libya (debate)	60
Imposition of the death penalty on medical personnel in Libya (vote)	12
Improving the efficiency of the enforcement of judgments in the EU: attachment of bank accounts (debate)	26
Improving the method for consulting Parliament in procedures relating to enlargement of the euro area – Adoption by Cyprus of the single currency on 1 January 2008 – Adoption by Malta of the single currency on 1 January 2008 (debate)	54
Inaugural address by the President of the European Parliament	46
Increase in energy prices (debate)	34
Increase in energy prices (vote)	6
Information provision and promotion measures for agricultural products (debate)	24
Infrastructure for Spatial Information in the European Community (INSPIRE) (debate)	16
Inland transport of dangerous goods (debate)	36
Innovation Strategy (debate)	46
Internal gas and electricity market (debate)	74
Internal gas and electricity market (vote)	4
International Financial Reporting Standards (IFRS) (vote)	4
International Trade in Endangered Species of Wild Fauna and Flora (CITES) (debate)	28
International accounting standards (debate)	16
International rail passengers' rights and obligations (vote)	10
Interoperability of digital interactive television services (vote)	4
Investigation of accidents (vote)	6
Iran	18
Iran (vote)	4
Joint Declaration on practical arrangements for the codecision procedure (vote)	4
"Justice for the ""Comfort Women"""	22
Juvenile delinquency, the role of women, the family and society (debate)	44
Juvenile delinquency, the role of women, the family and society (vote)	4
Kashmir: present situation and future prospects (debate)	44
Kashmir: present situation and future prospects (vote)	18
Kidnapping in Gaza of the journalist Alan Johnston	28
Labour force sample survey (vote)	6
Law applicable to contractual obligations (Rome I) (debate)	18
Law applicable to contractual obligations (Rome I) (vote)	6
"Law applicable to non-contractual obligations (""ROME II"") (debate)"	28
Law applicable to non-contractual obligations ('Rome II') (debate)	16
Legal migration (vote)	4
Legal protection of designs (debate)	42
Liability of carriers of passengers by boat in the event of accidents (vote)	6
Limitation periods in cross-border disputes involving personal injuries and fatal accidents (debate)	26
Lisbon Strategy (European Council of 8 and 9 March 2007) (vote)	2
Local authorities and development cooperation (debate)	44
Local authorities and development cooperation (vote)	2
MDGs at the Midway Point (vote)	10
MEDA and financial support to Palestine - evaluation, implementation and control (debate)	34
MEDA and financial support to Palestine - evaluation, implementation and control (vote)	12
MON 863 - Risk Management (debate)	18
Macro-financial assistance for Lebanon (debate)	18
Mainstreaming sustainability in development cooperation policies (debate)	12
Maintenance obligations (debate)	24
Management of Europe's maritime borders - European Solidarity and protection of migrants' rights (debate)	36
Mandate of a Member	24
Mandate of a Member (continuation)	10
Marketing of fruit plant propagating material and fruit plants intended for fruit production (recast version) (vote)	4
Marketing of the meat of bovine animals aged 12 months or less (debate)	22
Measuring devices containing mercury (debate)	36
Mediation in civil and commercial matters (vote)	4
Member States' employment policies (vote)	14
Membership of Parliament	102
Membership of committees (deadline for tabling amendments): see Minutes	2
Membership of committees and delegations: see Minutes	8
Membership of political groups	8
Middle East (debate)	62
Minimum safety and health requirements for the use of work equipment (codified version) (vote)	4
Missing persons in Cyprus (debate)	22
Missing persons in Cyprus (vote)	4
Mobilisation of the European Globalisation Adjustment Fund (vote)	6
Modernising labour law to meet the challenges of the 21st century (continuation of debate)	70
Modernising labour law to meet the challenges of the 21st century (debate)	30
Modernising labour law to meet the challenges of the 21st century (vote)	28
Montenegro - EC/Montenegro: Stabilisation and Association Agreement (debate)	54
Moratorium on the death penalty (debate)	52
Moratorium on the death penalty (vote)	12
Motion for a resolution (vote)	10
Moving the inadmissibility of a matter (homophobia in Europe): see Minutes	2
Multilateral Agreement on the Establishment of a European Common Aviation Area: Commission statement and report (debate)	28
Multiple sclerosis (debate)	30
Murder of women in Mexico and Central America	32
Murder of women in Mexico and Central America (vote)	8
Natural disasters (debate)	30
Natural disasters (vote)	4
Negotiation mandate: enhanced EC-Ukraine agreement (debate)	74
Negotiation mandate: enhanced EC-Ukraine agreement (vote)	10
Negotiation of an EU-Andean Community Association Agreement (vote)	20
Negotiation of an EU-Central America Association Agreement - Negotiation of an EU-Andean Community Association Agreement (debate)	40
Negotiations on an Interregional Association Agreement with Mercosur and the new bilateral strategic partnership with Brazil (debate)	58
New PNR agreement SWIFT (debate)	68
Nigeria	26
Nominal quantities for pre-packed products (debate)	16
Non-proliferation and nuclear disarmament (debate)	52
Nuclear non-proliferation and disarmament (vote)	12
Nutrition and health claims made on foods (vote)	4
Obligations of cross-border service providers (debate)	40
One share, one vote - Proportionality between ownership and control in EU listed companies (debate)	20
One-minute speeches (Rule 144)	172
One-minute speeches on matters of political importance	870
Opening of the session	4
Opening of the sitting	56
Opening of the sitting: see Minutes	6
Operation of taxation systems: Fiscalis 2013 (vote)	10
Order of business	264
Order of business: see Minutes	2
Organic production and labelling of organic products (debate)	42
Organic production and labelling of organic products (vote)	18
Ovine and caprine animals: electronic identification (debate)	28
PNR Agreement with the United States (debate)	22
PNR agreement with the United States of America (vote)	16
PNR-SWIFT (vote)	14
Pakistan	26
Pakistan (vote)	4
Palestine (debate)	40
Payment services in the internal market (debate)	46
Payment services in the internal market (vote)	8
Population and housing censuses (debate)	44
Portability of supplementary pension rights (debate)	86
Posting of workers (debate)	28
Preparation of the European Council (Brussels, 13-14 December 2007) (debate)	82
Preparation of the informal summit of heads of state and government (Lisbon, 18/19 October 2007)	102
Preparations for the European Council (21 to 22 June) and the situation with regard to the revision of the Treaties (debate)	100
Preparations for the European Council (8-9 March 2007) (debate)	108
Presentation by the Council of the draft general budget - Budget 2008	18
Presentation of the Court of Auditors' annual report - 2006 (debate)	54
Presentation of the programme of the Portuguese presidency (debate)	88
Proclamation of consensus on humanitarian aid - The European Union and Humanitarian Aid (debate)	36
Proclamation of the Charter of Fundamental Rights	20
Production of fishmeal and fish oil (vote)	6
Production of opium for medical purposes in Afghanistan (debate)	40
Production of opium for medical purposes in Afghanistan (vote)	12
Programme of the German presidency (debate)	118
Progress report on Croatia (debate)	34
Progress report on Croatia (vote)	16
Promoting healthy diets and physical activity (debate)	58
Promoting healthy diets and physical activity (vote)	4
Prospects for the EU's Common Foreign Policy in 2007, including the deployment of anti-missile defence systems in Europe by the United States (debate)	104
Protection and conservation of the marine environment: Marine Strategy Directive (debate)	28
Protection of soil - Thematic Strategy for Soil Protection (debate)	76
Protocol amending TRIPS (debate)	28
Protocol amending TRIPS (vote)	6
Prudential assessment of acquisitions and increase of shareholdings (debate)	20
Prüm Treaty: cross-border cooperation in combating terrorism and cross-border crime - Visa Information System (VIS) - Consultation of the Visa Information System (VIS) - Protection of personal data (continuation of debate)	52
Prüm Treaty: cross-border cooperation in combating terrorism and cross-border crime - Visa Information System (VIS) - Consultation of the Visa Information System (VIS) - Protection of personal data (debate)	10
Public Finances in the EMU 2006 (debate)	34
Public Finances in the EMU 2006 (vote)	4
Public passenger transport services by rail and road (debate)	42
Public passenger transport services by rail and road (vote)	24
Public works contracts (vote)	4
Qualifications framework for lifelong learning (debate)	42
Qualifications framework for lifelong learning (vote)	6
Quarterly statistics on Community job vacancies (debate)	24
Question Time (Commission)	270
Question Time (Council)	86
Quota system in relation to the production of potato starch (debate)	36
Quota system in relation to the production of potato starch (vote)	6
Radio Spectrum (debate)	16
Radio Spectrum (vote)	2
Rapid Border Intervention Teams (debate)	46
Rates of excise duty on alcohol and alcoholic beverages (vote)	8
Ratification of the ILO's 2006 Consolidated Maritime Labour Convention (debate)	24
Recent developments in bilateral trade relations with China (debate)	42
Recent repression of demonstrations in Russia	32
Recognition and supervision of suspended sentences, alternative sanctions and conditional sentences (vote)	4
Recognition and supervision of suspended sentences, alternative sanctions and conditional sentences - Mutual recognition of judgments in criminal matters (debate)	16
Recovery plan for bluefin tuna in the Eastern Atlantic and the Mediterranean (debate)	30
Reducing alcohol-related harm (debate)	78
Reducing disparities in the poorest regions of the EU (debate)	48
Reducing disparities in the poorest regions of the EU (vote)	10
Referendum in Venezuela (debate)	22
Reform of EU trade policy instruments (debate)	38
Regional policy (islands and natural and economic constraints) (debate)	66
Regulations governing political parties at European level and the rules regarding their funding (debate)	46
Regulations governing political parties at European level and the rules regarding their funding (vote)	8
Reinsurance (implementing powers conferred on the Commission) (vote)	4
Relations between EU and Switzerland (debate)	28
Report on the deliberations of the Committee on Petitions during the year 2006 (debate)	36
Report on the deliberations of the Committee on Petitions during the year 2006 (vote)	4
Reprimand of a Member	2
Residence permits: uniform format (vote)	4
Residue levels of pesticides in or on food and feed (implementing powers conferred on the Commission) (vote)	4
Restructuring of the sugar industry (vote)	12
Restructuring of the sugar industry - Common organisation of the markets in the sugar sector (debate)	64
Results of the European Council meeting of 13 and 14 December 2007 in Brussels - Report on the six months of the Portuguese Presidency (debate)	70
Results of the informal summit of heads of state and government (Lisbon, 18-19 October 2007) (debate)	128
Resumption of the session	38
Resumption of the session (debate)	2
Retrofitting of mirrors to heavy goods vehicles (debate)	30
Review of the consumer acquis (debate)	72
Review of the medical device directives (vote)	4
Review procedures concerning the award of public contracts (debate)	30
Review procedures concerning the award of public contracts (vote)	6
Right to vote and stand in elections to the European Parliament for EU citizens residing in a foreign Member State (vote)	10
Risk of closure of Gdansk shipyard (debate)	32
Road Map for renewable energy in Europe (debate)	96
Road Map for renewable energy in Europe (vote)	4
Roadmap for the European Union's constitutional process (debate)	108
Roadmap for the European Union's constitutional process (vote)	8
Roaming on public mobile networks (debate)	130
Roaming on public mobile networks (signature of act)	4
Roaming on public mobile networks (vote)	16
Rules for the implementation of the Financial Regulation (vote)	4
Second EU/Africa Summit (Lisbon, 8 and 9 December 2007) (debate)	52
Secret detentions and unlawful inter-state transfers involving member states of the Council of Europe (reports Fava and Marty) (debate)	58
Set aside for year 2008 (debate)	28
Seventh and eighth annual reports on arms exports (debate)	58
Shareholders' voting rights (debate)	26
Shipping disaster in the Sea of Asov/Black Sea and the subsequent oil pollution (debate)	26
Signature of acts adopted under codecision: see Minutes	4
Single European Sky (debate)	34
Situation in Burma (debate)	32
Situation in Burma (vote)	14
Situation in Darfur (debate)	32
Situation in Darfur (vote)	4
Situation in Georgia (vote)	28
Situation in Nigeria (debate)	48
Situation in Pakistan (debate)	52
Situation in Pakistan (vote)	6
Situation in Palestine (debate)	78
Situation of disabled women in the European Union (debate)	30
Situations of fragility	22
Social reality stocktaking (debate)	60
Social reality stocktaking (vote)	6
Social services of general interest (debate)	52
Somalia (debate)	28
Specific Programme ‘Civil justice’ (2007-2013) (vote)	4
Specific rules as regards the fruit and vegetable sector (debate)	48
Specific rules as regards the fruit and vegetable sector (vote)	4
Statement by the President	22
Statement by the President (Estonia)	24
Statement by the President (Zimbabwe)	4
Statements by the President	14
Statements by the President (membership of Parliament; ETA)	2
Statistics on migration and international protection (vote)	8
Statute of the European Private Company, Company Law (debate)	20
Statutes for the Euratom Supply Agency (debate)	24
Strategy for a strengthened partnership with the Pacific Islands (debate)	18
Strengthening European legislation in the field of information and consultation of workers (debate)	32
Strengthening European legislation in the field of information and consultation of workers (vote)	8
Strengthening the European Neighbourhood Policy (vote)	12
Strengthening the European Neighbourhood Policy - Situation in Georgia (debate)	100
Structural business statistics (vote)	16
Structural policies and EU cohesion (debate)	28
Sudan: Killing of African Union peace-keeping soldiers	36
Sustainability in EU fisheries through maximum sustainable yield (debate)	36
Sustainable mobility (debate)	30
Sustainable mobility (vote)	6
TRIPS agreement and access to medicines (debate)	38
Tackling organised crime (debate)	28
Tariff quotas for imports into Bulgaria and Romania of raw cane sugar (debate)	16
Taxation and customs policies and the Lisbon Strategy (debate)	44
Taxation and customs policies and the Lisbon Strategy (vote)	10
Temporary provisions concerning rates of VAT (vote)	4
Tenth Anniversary of the Mine Ban Treaty (Ottawa Convention) (debate)	26
Textile imports (vote)	4
Textiles (debate)	46
The Commission's annual strategic priorities (Budget 2008) (debate)	38
The Commission's annual strategic priorities (Budget 2008) (vote)	4
The EU's Aid for trade (debate)	32
The European Interest: succeeding in the age of globalisation (debate)	144
