title	count
The European Interest: succeeding in the age of globalisation (vote)	24
The European private company statute (debate)	32
The European private company statute (vote)	2
The Radio Caracas TV Channel in Venezuela	32
The Single Market Review (debate)	70
The Single Market Review (vote)	10
The attack on Galina Kozlova, member of the board of the Mari national organisation Mari Ušem and editor of the literary magazine Ontšõko (debate)	22
The attack on Galina Kozlova, member of the board of the Mari national organisation Mari Ušem and editor of the literary magazine Ontšõko (vote)	2
The banning of exports and the safe storage of metallic mercury (debate)	46
The economic partnership agreements (debate)	44
The economic partnership agreements (vote)	4
The exclusion of health services from the Services Directive (debate)	66
The exclusion of health services from the Services Directive (vote)	4
The fight against terrorism (vote)	14
The future of Kosovo and the role of the EU (debate)	64
The future of the European Union's own resources (debate)	74
The humanitarian situation in Gaza	58
The humanitarian situation in Gaza (vote)	4
The humanitarian situation of Iraqi refugees	28
The humanitarian situation of Iraqi refugees (vote)	4
The integration of new Member States in the CAP (debate)	34
The integration of new Member States in the CAP (vote)	2
The need for measures to protect the Roman Catholic Cathedral of St Joseph in Bucharest, Romania - an endangered historical and architectural monument (written declaration): see Minutes	6
The placing of plant protection products on the market (vote)	20
The regional impact of earthquakes (debate)	34
The rise in foodstuff prices, consumer protection (debate)	48
The role of sport in education (debate)	50
The situation concerning the President of the World Bank	36
The situation concerning the President of the World Bank (vote)	4
The situation in Palestine (debate)	22
The social status of artists (debate)	42
The social status of artists (vote)	6
The transposition and implementation of public procurement legislation (debate)	34
Thematic Strategy for Soil Protection (vote)	2
Thematic Strategy on the sustainable use of natural resources (debate)	32
Tobacco smoke: policy options at EU level (debate)	48
Tobacco smoke: policy options at EU level (vote)	4
Towards a common European foreign policy on energy (debate)	80
Towards a future Maritime Policy for the Union (debate)	66
Towards a future Maritime Policy for the Union (vote)	6
Towards an arms trade treaty (debate)	26
Toy Safety (debate)	34
Trade and Climate Change (debate)	28
Trade and Climate Change (vote)	8
Trade and economic relations with Ukraine (debate)	54
Trade and economic relations with Ukraine (vote)	6
Transatlantic relations (debate)	96
Transatlantic relations (vote)	8
Transportation and illegal detention of prisoners (continuation of vote)	38
Transportation and illegal detention of prisoners (debate)	140
Transportation and illegal detention of prisoners (vote)	26
Tribute	2
Ukraine (debate)	36
United Nations Human Rights Council (debate)	30
Units of measurement (vote)	4
Uzbekistan (debate)	26
Uzbekistan (vote)	4
Verbatim Reports (amendment of Rule 173) (debate)	22
Verbatim Reports (amendment of Rule 173) (vote)	6
Verification of credentials of new members of the European Parliament	4
Verification of the credentials of Mr Beniamino Donnici (vote)	10
Verification of the credentials of the new Members of the European Parliament	2
Via Baltica (debate)	46
Voluntary modulation of direct payments under the CAP (debate)	60
Voluntary modulation of direct payments under the CAP (vote)	10
Voting time	126
Voting time (continued)	8
Waste (vote)	4
Waste - Waste recycling (debate)	118
Welcome	40
Women in Turkey (debate)	44
Women in Turkey (vote)	2
Women's rights in Saudi Arabia	24
Zimbabwe (debate)	26
i2010: Digital libraries (debate)	32
